"","from","to","combined_score"
"16093","9606.ENSP00000215574","9606.ENSP00000362361",409
"16094","9606.ENSP00000215574","9606.ENSP00000362361",409
"16095","9606.ENSP00000217026","9606.ENSP00000362361",375
"16096","9606.ENSP00000217026","9606.ENSP00000362361",375
"16097","9606.ENSP00000225831","9606.ENSP00000362361",347
"16098","9606.ENSP00000225831","9606.ENSP00000362361",347
"16099","9606.ENSP00000225916","9606.ENSP00000362361",466
"16100","9606.ENSP00000225916","9606.ENSP00000362361",466
"16101","9606.ENSP00000228872","9606.ENSP00000362361",279
"16102","9606.ENSP00000228872","9606.ENSP00000362361",279
"16103","9606.ENSP00000234038","9606.ENSP00000362361",280
"16104","9606.ENSP00000234038","9606.ENSP00000362361",280
"16105","9606.ENSP00000245206","9606.ENSP00000362361",450
"16106","9606.ENSP00000245206","9606.ENSP00000362361",450
"16107","9606.ENSP00000247970","9606.ENSP00000362361",458
"16108","9606.ENSP00000247970","9606.ENSP00000362361",458
"16109","9606.ENSP00000257904","9606.ENSP00000362361",917
"16110","9606.ENSP00000257904","9606.ENSP00000362361",917
"16111","9606.ENSP00000262809","9606.ENSP00000362361",962
"16112","9606.ENSP00000262809","9606.ENSP00000362361",962
"16113","9606.ENSP00000263025","9606.ENSP00000362361",379
"16114","9606.ENSP00000263025","9606.ENSP00000362361",379
"16115","9606.ENSP00000263205","9606.ENSP00000362361",229
"16116","9606.ENSP00000263205","9606.ENSP00000362361",229
"16117","9606.ENSP00000263773","9606.ENSP00000362361",227
"16118","9606.ENSP00000263773","9606.ENSP00000362361",227
"16119","9606.ENSP00000264552","9606.ENSP00000362361",436
"16120","9606.ENSP00000264552","9606.ENSP00000362361",436
"16121","9606.ENSP00000265354","9606.ENSP00000362361",298
"16122","9606.ENSP00000265354","9606.ENSP00000362361",298
"16123","9606.ENSP00000269305","9606.ENSP00000362361",837
"16124","9606.ENSP00000269305","9606.ENSP00000362361",837
"16125","9606.ENSP00000273668","9606.ENSP00000362361",908
"16126","9606.ENSP00000273668","9606.ENSP00000362361",908
"16127","9606.ENSP00000286835","9606.ENSP00000362361",243
"16128","9606.ENSP00000286835","9606.ENSP00000362361",243
"16129","9606.ENSP00000300651","9606.ENSP00000362361",994
"16130","9606.ENSP00000300651","9606.ENSP00000362361",994
"16131","9606.ENSP00000307863","9606.ENSP00000362361",218
"16132","9606.ENSP00000307863","9606.ENSP00000362361",218
"16133","9606.ENSP00000319169","9606.ENSP00000362361",206
"16134","9606.ENSP00000319169","9606.ENSP00000362361",206
"16135","9606.ENSP00000324124","9606.ENSP00000362361",902
"16136","9606.ENSP00000324124","9606.ENSP00000362361",902
"16137","9606.ENSP00000325690","9606.ENSP00000362361",260
"16138","9606.ENSP00000325690","9606.ENSP00000362361",260
"16139","9606.ENSP00000332198","9606.ENSP00000362361",260
"16140","9606.ENSP00000332198","9606.ENSP00000362361",260
"16141","9606.ENSP00000337088","9606.ENSP00000362361",210
"16142","9606.ENSP00000337088","9606.ENSP00000362361",210
"16143","9606.ENSP00000339495","9606.ENSP00000362361",959
"16144","9606.ENSP00000339495","9606.ENSP00000362361",959
"16145","9606.ENSP00000349428","9606.ENSP00000362361",282
"16146","9606.ENSP00000349428","9606.ENSP00000362361",282
"16147","9606.ENSP00000349960","9606.ENSP00000362361",239
"16148","9606.ENSP00000349960","9606.ENSP00000362361",239
"16149","9606.ENSP00000351490","9606.ENSP00000362361",322
"16150","9606.ENSP00000351490","9606.ENSP00000362361",322
"16151","9606.ENSP00000352400","9606.ENSP00000362361",202
"16152","9606.ENSP00000352400","9606.ENSP00000362361",202
"16153","9606.ENSP00000355011","9606.ENSP00000362361",313
"16154","9606.ENSP00000355011","9606.ENSP00000362361",313
"16155","9606.ENSP00000357000","9606.ENSP00000362361",382
"16156","9606.ENSP00000357000","9606.ENSP00000362361",382
"16157","9606.ENSP00000358064","9606.ENSP00000362361",903
"16158","9606.ENSP00000358064","9606.ENSP00000362361",903
"16159","9606.ENSP00000360613","9606.ENSP00000362361",673
"16160","9606.ENSP00000360613","9606.ENSP00000362361",673
"16161","9606.ENSP00000361486","9606.ENSP00000362361",292
"16162","9606.ENSP00000361486","9606.ENSP00000362361",292
"16163","9606.ENSP00000362082","9606.ENSP00000362361",808
"16164","9606.ENSP00000362082","9606.ENSP00000362361",808
"16165","9606.ENSP00000248342","9606.ENSP00000362590",290
"16166","9606.ENSP00000248342","9606.ENSP00000362590",290
"16167","9606.ENSP00000258787","9606.ENSP00000362590",240
"16168","9606.ENSP00000258787","9606.ENSP00000362590",240
"16169","9606.ENSP00000265062","9606.ENSP00000362590",574
"16170","9606.ENSP00000265062","9606.ENSP00000362590",574
"16171","9606.ENSP00000298316","9606.ENSP00000362590",241
"16172","9606.ENSP00000298316","9606.ENSP00000362590",241
"16173","9606.ENSP00000298569","9606.ENSP00000362590",559
"16174","9606.ENSP00000298569","9606.ENSP00000362590",559
"16175","9606.ENSP00000310226","9606.ENSP00000362590",495
"16176","9606.ENSP00000310226","9606.ENSP00000362590",495
"16177","9606.ENSP00000354739","9606.ENSP00000362590",421
"16178","9606.ENSP00000354739","9606.ENSP00000362590",421
"16179","9606.ENSP00000164227","9606.ENSP00000362608",228
"16180","9606.ENSP00000164227","9606.ENSP00000362608",228
"16181","9606.ENSP00000215574","9606.ENSP00000362608",411
"16182","9606.ENSP00000215574","9606.ENSP00000362608",411
"16183","9606.ENSP00000219150","9606.ENSP00000362608",208
"16184","9606.ENSP00000219150","9606.ENSP00000362608",208
"16185","9606.ENSP00000222330","9606.ENSP00000362608",238
"16186","9606.ENSP00000222330","9606.ENSP00000362608",238
"16187","9606.ENSP00000228872","9606.ENSP00000362608",518
"16188","9606.ENSP00000228872","9606.ENSP00000362608",518
"16189","9606.ENSP00000234038","9606.ENSP00000362608",620
"16190","9606.ENSP00000234038","9606.ENSP00000362608",620
"16191","9606.ENSP00000241052","9606.ENSP00000362608",302
"16192","9606.ENSP00000241052","9606.ENSP00000362608",302
"16193","9606.ENSP00000244137","9606.ENSP00000362608",402
"16194","9606.ENSP00000244137","9606.ENSP00000362608",402
"16195","9606.ENSP00000247970","9606.ENSP00000362608",495
"16196","9606.ENSP00000247970","9606.ENSP00000362608",495
"16197","9606.ENSP00000247977","9606.ENSP00000362608",204
"16198","9606.ENSP00000247977","9606.ENSP00000362608",204
"16199","9606.ENSP00000257904","9606.ENSP00000362608",332
"16200","9606.ENSP00000257904","9606.ENSP00000362608",332
"16201","9606.ENSP00000262776","9606.ENSP00000362608",227
"16202","9606.ENSP00000262776","9606.ENSP00000362608",227
"16203","9606.ENSP00000262887","9606.ENSP00000362608",440
"16204","9606.ENSP00000262887","9606.ENSP00000362608",440
"16205","9606.ENSP00000263025","9606.ENSP00000362608",350
"16206","9606.ENSP00000263025","9606.ENSP00000362608",350
"16207","9606.ENSP00000264972","9606.ENSP00000362608",232
"16208","9606.ENSP00000264972","9606.ENSP00000362608",232
"16209","9606.ENSP00000269305","9606.ENSP00000362608",337
"16210","9606.ENSP00000269305","9606.ENSP00000362608",337
"16211","9606.ENSP00000276052","9606.ENSP00000362608",279
"16212","9606.ENSP00000276052","9606.ENSP00000362608",279
"16213","9606.ENSP00000280665","9606.ENSP00000362608",875
"16214","9606.ENSP00000280665","9606.ENSP00000362608",875
"16215","9606.ENSP00000284154","9606.ENSP00000362608",229
"16216","9606.ENSP00000284154","9606.ENSP00000362608",229
"16217","9606.ENSP00000285930","9606.ENSP00000362608",473
"16218","9606.ENSP00000285930","9606.ENSP00000362608",473
"16219","9606.ENSP00000300093","9606.ENSP00000362608",278
"16220","9606.ENSP00000300093","9606.ENSP00000362608",278
"16221","9606.ENSP00000300605","9606.ENSP00000362608",305
"16222","9606.ENSP00000300605","9606.ENSP00000362608",305
"16223","9606.ENSP00000303315","9606.ENSP00000362608",210
"16224","9606.ENSP00000303315","9606.ENSP00000362608",210
"16225","9606.ENSP00000305422","9606.ENSP00000362608",241
"16226","9606.ENSP00000305422","9606.ENSP00000362608",241
"16227","9606.ENSP00000315768","9606.ENSP00000362608",238
"16228","9606.ENSP00000315768","9606.ENSP00000362608",238
"16229","9606.ENSP00000334785","9606.ENSP00000362608",206
"16230","9606.ENSP00000334785","9606.ENSP00000362608",206
"16231","9606.ENSP00000337825","9606.ENSP00000362608",230
"16232","9606.ENSP00000337825","9606.ENSP00000362608",230
"16233","9606.ENSP00000338673","9606.ENSP00000362608",278
"16234","9606.ENSP00000338673","9606.ENSP00000362608",278
"16235","9606.ENSP00000342681","9606.ENSP00000362608",239
"16236","9606.ENSP00000342681","9606.ENSP00000362608",239
"16237","9606.ENSP00000344635","9606.ENSP00000362608",290
"16238","9606.ENSP00000344635","9606.ENSP00000362608",290
"16239","9606.ENSP00000349960","9606.ENSP00000362608",256
"16240","9606.ENSP00000349960","9606.ENSP00000362608",256
"16241","9606.ENSP00000350844","9606.ENSP00000362608",405
"16242","9606.ENSP00000350844","9606.ENSP00000362608",405
"16243","9606.ENSP00000351490","9606.ENSP00000362608",930
"16244","9606.ENSP00000351490","9606.ENSP00000362608",930
"16245","9606.ENSP00000357153","9606.ENSP00000362608",306
"16246","9606.ENSP00000357153","9606.ENSP00000362608",306
"16247","9606.ENSP00000362361","9606.ENSP00000362608",404
"16248","9606.ENSP00000362361","9606.ENSP00000362608",404
"16249","9606.ENSP00000157812","9606.ENSP00000362730",491
"16250","9606.ENSP00000157812","9606.ENSP00000362730",491
"16251","9606.ENSP00000203630","9606.ENSP00000362730",236
"16252","9606.ENSP00000203630","9606.ENSP00000362730",236
"16253","9606.ENSP00000216034","9606.ENSP00000362730",420
"16254","9606.ENSP00000216034","9606.ENSP00000362730",420
"16255","9606.ENSP00000222284","9606.ENSP00000362730",226
"16256","9606.ENSP00000222284","9606.ENSP00000362730",226
"16257","9606.ENSP00000240333","9606.ENSP00000362730",328
"16258","9606.ENSP00000240333","9606.ENSP00000362730",328
"16259","9606.ENSP00000256319","9606.ENSP00000362730",233
"16260","9606.ENSP00000256319","9606.ENSP00000362730",233
"16261","9606.ENSP00000258105","9606.ENSP00000362730",317
"16262","9606.ENSP00000258105","9606.ENSP00000362730",317
"16263","9606.ENSP00000262584","9606.ENSP00000362730",283
"16264","9606.ENSP00000262584","9606.ENSP00000362730",283
"16265","9606.ENSP00000263384","9606.ENSP00000362730",206
"16266","9606.ENSP00000263384","9606.ENSP00000362730",206
"16267","9606.ENSP00000286371","9606.ENSP00000362730",363
"16268","9606.ENSP00000286371","9606.ENSP00000362730",363
"16269","9606.ENSP00000290949","9606.ENSP00000362730",549
"16270","9606.ENSP00000290949","9606.ENSP00000362730",549
"16271","9606.ENSP00000325508","9606.ENSP00000362730",330
"16272","9606.ENSP00000325508","9606.ENSP00000362730",330
"16273","9606.ENSP00000358312","9606.ENSP00000362730",282
"16274","9606.ENSP00000358312","9606.ENSP00000362730",282
"16275","9606.ENSP00000361524","9606.ENSP00000362730",355
"16276","9606.ENSP00000361524","9606.ENSP00000362730",355
"16277","9606.ENSP00000009530","9606.ENSP00000362795",364
"16278","9606.ENSP00000009530","9606.ENSP00000362795",364
"16279","9606.ENSP00000011653","9606.ENSP00000362795",386
"16280","9606.ENSP00000011653","9606.ENSP00000362795",386
"16281","9606.ENSP00000085219","9606.ENSP00000362795",278
"16282","9606.ENSP00000085219","9606.ENSP00000362795",278
"16283","9606.ENSP00000215754","9606.ENSP00000362795",293
"16284","9606.ENSP00000215754","9606.ENSP00000362795",293
"16285","9606.ENSP00000216117","9606.ENSP00000362795",217
"16286","9606.ENSP00000216117","9606.ENSP00000362795",217
"16287","9606.ENSP00000216223","9606.ENSP00000362795",698
"16288","9606.ENSP00000216223","9606.ENSP00000362795",698
"16289","9606.ENSP00000216338","9606.ENSP00000362795",381
"16290","9606.ENSP00000216338","9606.ENSP00000362795",381
"16291","9606.ENSP00000219150","9606.ENSP00000362795",388
"16292","9606.ENSP00000219150","9606.ENSP00000362795",388
"16293","9606.ENSP00000221972","9606.ENSP00000362795",282
"16294","9606.ENSP00000221972","9606.ENSP00000362795",282
"16295","9606.ENSP00000221978","9606.ENSP00000362795",519
"16296","9606.ENSP00000221978","9606.ENSP00000362795",519
"16297","9606.ENSP00000223795","9606.ENSP00000362795",269
"16298","9606.ENSP00000223795","9606.ENSP00000362795",269
"16299","9606.ENSP00000225831","9606.ENSP00000362795",882
"16300","9606.ENSP00000225831","9606.ENSP00000362795",882
"16301","9606.ENSP00000226279","9606.ENSP00000362795",566
"16302","9606.ENSP00000226279","9606.ENSP00000362795",566
"16303","9606.ENSP00000227752","9606.ENSP00000362795",519
"16304","9606.ENSP00000227752","9606.ENSP00000362795",519
"16305","9606.ENSP00000228463","9606.ENSP00000362795",518
"16306","9606.ENSP00000228463","9606.ENSP00000362795",518
"16307","9606.ENSP00000228872","9606.ENSP00000362795",211
"16308","9606.ENSP00000228872","9606.ENSP00000362795",211
"16309","9606.ENSP00000235933","9606.ENSP00000362795",306
"16310","9606.ENSP00000235933","9606.ENSP00000362795",306
"16311","9606.ENSP00000236826","9606.ENSP00000362795",222
"16312","9606.ENSP00000236826","9606.ENSP00000362795",222
"16313","9606.ENSP00000241261","9606.ENSP00000362795",301
"16314","9606.ENSP00000241261","9606.ENSP00000362795",301
"16315","9606.ENSP00000246115","9606.ENSP00000362795",932
"16316","9606.ENSP00000246115","9606.ENSP00000362795",932
"16317","9606.ENSP00000246551","9606.ENSP00000362795",233
"16318","9606.ENSP00000246551","9606.ENSP00000362795",233
"16319","9606.ENSP00000246657","9606.ENSP00000362795",929
"16320","9606.ENSP00000246657","9606.ENSP00000362795",929
"16321","9606.ENSP00000247881","9606.ENSP00000362795",900
"16322","9606.ENSP00000247881","9606.ENSP00000362795",900
"16323","9606.ENSP00000248564","9606.ENSP00000362795",912
"16324","9606.ENSP00000248564","9606.ENSP00000362795",912
"16325","9606.ENSP00000249071","9606.ENSP00000362795",231
"16326","9606.ENSP00000249071","9606.ENSP00000362795",231
"16327","9606.ENSP00000258787","9606.ENSP00000362795",260
"16328","9606.ENSP00000258787","9606.ENSP00000362795",260
"16329","9606.ENSP00000259608","9606.ENSP00000362795",225
"16330","9606.ENSP00000259608","9606.ENSP00000362795",225
"16331","9606.ENSP00000262262","9606.ENSP00000362795",259
"16332","9606.ENSP00000262262","9606.ENSP00000362795",259
"16333","9606.ENSP00000262629","9606.ENSP00000362795",265
"16334","9606.ENSP00000262629","9606.ENSP00000362795",265
"16335","9606.ENSP00000262958","9606.ENSP00000362795",217
"16336","9606.ENSP00000262958","9606.ENSP00000362795",217
"16337","9606.ENSP00000263025","9606.ENSP00000362795",315
"16338","9606.ENSP00000263025","9606.ENSP00000362795",315
"16339","9606.ENSP00000263285","9606.ENSP00000362795",213
"16340","9606.ENSP00000263285","9606.ENSP00000362795",213
"16341","9606.ENSP00000263645","9606.ENSP00000362795",247
"16342","9606.ENSP00000263645","9606.ENSP00000362795",247
"16343","9606.ENSP00000263863","9606.ENSP00000362795",423
"16344","9606.ENSP00000263863","9606.ENSP00000362795",423
"16345","9606.ENSP00000264972","9606.ENSP00000362795",372
"16346","9606.ENSP00000264972","9606.ENSP00000362795",372
"16347","9606.ENSP00000268389","9606.ENSP00000362795",228
"16348","9606.ENSP00000268389","9606.ENSP00000362795",228
"16349","9606.ENSP00000269305","9606.ENSP00000362795",259
"16350","9606.ENSP00000269305","9606.ENSP00000362795",259
"16351","9606.ENSP00000292174","9606.ENSP00000362795",915
"16352","9606.ENSP00000292174","9606.ENSP00000362795",915
"16353","9606.ENSP00000295685","9606.ENSP00000362795",221
"16354","9606.ENSP00000295685","9606.ENSP00000362795",221
"16355","9606.ENSP00000305529","9606.ENSP00000362795",212
"16356","9606.ENSP00000305529","9606.ENSP00000362795",212
"16357","9606.ENSP00000305651","9606.ENSP00000362795",997
"16358","9606.ENSP00000305651","9606.ENSP00000362795",997
"16359","9606.ENSP00000311300","9606.ENSP00000362795",275
"16360","9606.ENSP00000311300","9606.ENSP00000362795",275
"16361","9606.ENSP00000312027","9606.ENSP00000362795",304
"16362","9606.ENSP00000312027","9606.ENSP00000362795",304
"16363","9606.ENSP00000314508","9606.ENSP00000362795",292
"16364","9606.ENSP00000314508","9606.ENSP00000362795",292
"16365","9606.ENSP00000315768","9606.ENSP00000362795",268
"16366","9606.ENSP00000315768","9606.ENSP00000362795",268
"16367","9606.ENSP00000315997","9606.ENSP00000362795",287
"16368","9606.ENSP00000315997","9606.ENSP00000362795",287
"16369","9606.ENSP00000317327","9606.ENSP00000362795",201
"16370","9606.ENSP00000317327","9606.ENSP00000362795",201
"16371","9606.ENSP00000323280","9606.ENSP00000362795",256
"16372","9606.ENSP00000323280","9606.ENSP00000362795",256
"16373","9606.ENSP00000325589","9606.ENSP00000362795",301
"16374","9606.ENSP00000325589","9606.ENSP00000362795",301
"16375","9606.ENSP00000325708","9606.ENSP00000362795",293
"16376","9606.ENSP00000325708","9606.ENSP00000362795",293
"16377","9606.ENSP00000325917","9606.ENSP00000362795",214
"16378","9606.ENSP00000325917","9606.ENSP00000362795",214
"16379","9606.ENSP00000328818","9606.ENSP00000362795",256
"16380","9606.ENSP00000328818","9606.ENSP00000362795",256
"16381","9606.ENSP00000334448","9606.ENSP00000362795",912
"16382","9606.ENSP00000334448","9606.ENSP00000362795",912
"16383","9606.ENSP00000337731","9606.ENSP00000362795",226
"16384","9606.ENSP00000337731","9606.ENSP00000362795",226
"16385","9606.ENSP00000337825","9606.ENSP00000362795",414
"16386","9606.ENSP00000337825","9606.ENSP00000362795",414
"16387","9606.ENSP00000341905","9606.ENSP00000362795",291
"16388","9606.ENSP00000341905","9606.ENSP00000362795",291
"16389","9606.ENSP00000342156","9606.ENSP00000362795",468
"16390","9606.ENSP00000342156","9606.ENSP00000362795",468
"16391","9606.ENSP00000342278","9606.ENSP00000362795",236
"16392","9606.ENSP00000342278","9606.ENSP00000362795",236
"16393","9606.ENSP00000342681","9606.ENSP00000362795",498
"16394","9606.ENSP00000342681","9606.ENSP00000362795",498
"16395","9606.ENSP00000349252","9606.ENSP00000362795",617
"16396","9606.ENSP00000349252","9606.ENSP00000362795",617
"16397","9606.ENSP00000349960","9606.ENSP00000362795",224
"16398","9606.ENSP00000349960","9606.ENSP00000362795",224
"16399","9606.ENSP00000351059","9606.ENSP00000362795",917
"16400","9606.ENSP00000351059","9606.ENSP00000362795",917
"16401","9606.ENSP00000351497","9606.ENSP00000362795",492
"16402","9606.ENSP00000351497","9606.ENSP00000362795",492
"16403","9606.ENSP00000353238","9606.ENSP00000362795",501
"16404","9606.ENSP00000353238","9606.ENSP00000362795",501
"16405","9606.ENSP00000354416","9606.ENSP00000362795",904
"16406","9606.ENSP00000354416","9606.ENSP00000362795",904
"16407","9606.ENSP00000354566","9606.ENSP00000362795",507
"16408","9606.ENSP00000354566","9606.ENSP00000362795",507
"16409","9606.ENSP00000354782","9606.ENSP00000362795",323
"16410","9606.ENSP00000354782","9606.ENSP00000362795",323
"16411","9606.ENSP00000357022","9606.ENSP00000362795",264
"16412","9606.ENSP00000357022","9606.ENSP00000362795",264
"16413","9606.ENSP00000357036","9606.ENSP00000362795",358
"16414","9606.ENSP00000357036","9606.ENSP00000362795",358
"16415","9606.ENSP00000357153","9606.ENSP00000362795",506
"16416","9606.ENSP00000357153","9606.ENSP00000362795",506
"16417","9606.ENSP00000357727","9606.ENSP00000362795",287
"16418","9606.ENSP00000357727","9606.ENSP00000362795",287
"16419","9606.ENSP00000358501","9606.ENSP00000362795",211
"16420","9606.ENSP00000358501","9606.ENSP00000362795",211
"16421","9606.ENSP00000362361","9606.ENSP00000362795",267
"16422","9606.ENSP00000362361","9606.ENSP00000362795",267
"16423","9606.ENSP00000251993","9606.ENSP00000362807",332
"16424","9606.ENSP00000251993","9606.ENSP00000362807",332
"16425","9606.ENSP00000258105","9606.ENSP00000362807",230
"16426","9606.ENSP00000258105","9606.ENSP00000362807",230
"16427","9606.ENSP00000262812","9606.ENSP00000362807",745
"16428","9606.ENSP00000262812","9606.ENSP00000362807",745
"16429","9606.ENSP00000263025","9606.ENSP00000362807",227
"16430","9606.ENSP00000263025","9606.ENSP00000362807",227
"16431","9606.ENSP00000266025","9606.ENSP00000362807",448
"16432","9606.ENSP00000266025","9606.ENSP00000362807",448
"16433","9606.ENSP00000270176","9606.ENSP00000362807",900
"16434","9606.ENSP00000270176","9606.ENSP00000362807",900
"16435","9606.ENSP00000270586","9606.ENSP00000362807",446
"16436","9606.ENSP00000270586","9606.ENSP00000362807",446
"16437","9606.ENSP00000285735","9606.ENSP00000362807",200
"16438","9606.ENSP00000285735","9606.ENSP00000362807",200
"16439","9606.ENSP00000293362","9606.ENSP00000362807",259
"16440","9606.ENSP00000293362","9606.ENSP00000362807",259
"16441","9606.ENSP00000300146","9606.ENSP00000362807",355
"16442","9606.ENSP00000300146","9606.ENSP00000362807",355
"16443","9606.ENSP00000312442","9606.ENSP00000362807",900
"16444","9606.ENSP00000312442","9606.ENSP00000362807",900
"16445","9606.ENSP00000325002","9606.ENSP00000362807",727
"16446","9606.ENSP00000325002","9606.ENSP00000362807",727
"16447","9606.ENSP00000325508","9606.ENSP00000362807",242
"16448","9606.ENSP00000325508","9606.ENSP00000362807",242
"16449","9606.ENSP00000329757","9606.ENSP00000362807",302
"16450","9606.ENSP00000329757","9606.ENSP00000362807",302
"16451","9606.ENSP00000351926","9606.ENSP00000362807",902
"16452","9606.ENSP00000351926","9606.ENSP00000362807",902
"16453","9606.ENSP00000362730","9606.ENSP00000362807",205
"16454","9606.ENSP00000362730","9606.ENSP00000362807",205
"16455","9606.ENSP00000334448","9606.ENSP00000362942",305
"16456","9606.ENSP00000334448","9606.ENSP00000362942",305
"16457","9606.ENSP00000349960","9606.ENSP00000362942",505
"16458","9606.ENSP00000349960","9606.ENSP00000362942",505
"16459","9606.ENSP00000357307","9606.ENSP00000362942",272
"16460","9606.ENSP00000357307","9606.ENSP00000362942",272
"16461","9606.ENSP00000357917","9606.ENSP00000362942",404
"16462","9606.ENSP00000357917","9606.ENSP00000362942",404
"16463","9606.ENSP00000216254","9606.ENSP00000362978",254
"16464","9606.ENSP00000216254","9606.ENSP00000362978",254
"16465","9606.ENSP00000229195","9606.ENSP00000362978",408
"16466","9606.ENSP00000229195","9606.ENSP00000362978",408
"16467","9606.ENSP00000229281","9606.ENSP00000362978",327
"16468","9606.ENSP00000229281","9606.ENSP00000362978",327
"16469","9606.ENSP00000238788","9606.ENSP00000362978",240
"16470","9606.ENSP00000238788","9606.ENSP00000362978",240
"16471","9606.ENSP00000282388","9606.ENSP00000362978",222
"16472","9606.ENSP00000282388","9606.ENSP00000362978",222
"16473","9606.ENSP00000284154","9606.ENSP00000362978",611
"16474","9606.ENSP00000284154","9606.ENSP00000362978",611
"16475","9606.ENSP00000305651","9606.ENSP00000362978",214
"16476","9606.ENSP00000305651","9606.ENSP00000362978",214
"16477","9606.ENSP00000313422","9606.ENSP00000362978",323
"16478","9606.ENSP00000313422","9606.ENSP00000362978",323
"16479","9606.ENSP00000350359","9606.ENSP00000362978",275
"16480","9606.ENSP00000350359","9606.ENSP00000362978",275
"16481","9606.ENSP00000350844","9606.ENSP00000362978",296
"16482","9606.ENSP00000350844","9606.ENSP00000362978",296
"16483","9606.ENSP00000358404","9606.ENSP00000362978",398
"16484","9606.ENSP00000358404","9606.ENSP00000362978",398
"16485","9606.ENSP00000361162","9606.ENSP00000362978",429
"16486","9606.ENSP00000361162","9606.ENSP00000362978",429
"16487","9606.ENSP00000222330","9606.ENSP00000363046",236
"16488","9606.ENSP00000222330","9606.ENSP00000363046",236
"16489","9606.ENSP00000241052","9606.ENSP00000363046",284
"16490","9606.ENSP00000241052","9606.ENSP00000363046",284
"16491","9606.ENSP00000244007","9606.ENSP00000363046",930
"16492","9606.ENSP00000244007","9606.ENSP00000363046",930
"16493","9606.ENSP00000262506","9606.ENSP00000363046",211
"16494","9606.ENSP00000262506","9606.ENSP00000363046",211
"16495","9606.ENSP00000262584","9606.ENSP00000363046",203
"16496","9606.ENSP00000262584","9606.ENSP00000363046",203
"16497","9606.ENSP00000263025","9606.ENSP00000363046",423
"16498","9606.ENSP00000263025","9606.ENSP00000363046",423
"16499","9606.ENSP00000264122","9606.ENSP00000363046",233
"16500","9606.ENSP00000264122","9606.ENSP00000363046",233
"16501","9606.ENSP00000265354","9606.ENSP00000363046",538
"16502","9606.ENSP00000265354","9606.ENSP00000363046",538
"16503","9606.ENSP00000266458","9606.ENSP00000363046",204
"16504","9606.ENSP00000266458","9606.ENSP00000363046",204
"16505","9606.ENSP00000269305","9606.ENSP00000363046",499
"16506","9606.ENSP00000269305","9606.ENSP00000363046",499
"16507","9606.ENSP00000285735","9606.ENSP00000363046",239
"16508","9606.ENSP00000285735","9606.ENSP00000363046",239
"16509","9606.ENSP00000286548","9606.ENSP00000363046",284
"16510","9606.ENSP00000286548","9606.ENSP00000363046",284
"16511","9606.ENSP00000306866","9606.ENSP00000363046",204
"16512","9606.ENSP00000306866","9606.ENSP00000363046",204
"16513","9606.ENSP00000309597","9606.ENSP00000363046",201
"16514","9606.ENSP00000309597","9606.ENSP00000363046",201
"16515","9606.ENSP00000318085","9606.ENSP00000363046",357
"16516","9606.ENSP00000318085","9606.ENSP00000363046",357
"16517","9606.ENSP00000326531","9606.ENSP00000363046",482
"16518","9606.ENSP00000326531","9606.ENSP00000363046",482
"16519","9606.ENSP00000329127","9606.ENSP00000363046",293
"16520","9606.ENSP00000329127","9606.ENSP00000363046",293
"16521","9606.ENSP00000337088","9606.ENSP00000363046",243
"16522","9606.ENSP00000337088","9606.ENSP00000363046",243
"16523","9606.ENSP00000339001","9606.ENSP00000363046",212
"16524","9606.ENSP00000339001","9606.ENSP00000363046",212
"16525","9606.ENSP00000340874","9606.ENSP00000363046",213
"16526","9606.ENSP00000340874","9606.ENSP00000363046",213
"16527","9606.ENSP00000349205","9606.ENSP00000363046",255
"16528","9606.ENSP00000349205","9606.ENSP00000363046",255
"16529","9606.ENSP00000352400","9606.ENSP00000363046",218
"16530","9606.ENSP00000352400","9606.ENSP00000363046",218
"16531","9606.ENSP00000006777","9606.ENSP00000363329",268
"16532","9606.ENSP00000006777","9606.ENSP00000363329",268
"16533","9606.ENSP00000215882","9606.ENSP00000363329",239
"16534","9606.ENSP00000215882","9606.ENSP00000363329",239
"16535","9606.ENSP00000216185","9606.ENSP00000363329",251
"16536","9606.ENSP00000216185","9606.ENSP00000363329",251
"16537","9606.ENSP00000221418","9606.ENSP00000363329",277
"16538","9606.ENSP00000221418","9606.ENSP00000363329",277
"16539","9606.ENSP00000240333","9606.ENSP00000363329",413
"16540","9606.ENSP00000240333","9606.ENSP00000363329",413
"16541","9606.ENSP00000241052","9606.ENSP00000363329",313
"16542","9606.ENSP00000241052","9606.ENSP00000363329",313
"16543","9606.ENSP00000245185","9606.ENSP00000363329",579
"16544","9606.ENSP00000245185","9606.ENSP00000363329",579
"16545","9606.ENSP00000249806","9606.ENSP00000363329",271
"16546","9606.ENSP00000249806","9606.ENSP00000363329",271
"16547","9606.ENSP00000259392","9606.ENSP00000363329",241
"16548","9606.ENSP00000259392","9606.ENSP00000363329",241
"16549","9606.ENSP00000262887","9606.ENSP00000363329",232
"16550","9606.ENSP00000262887","9606.ENSP00000363329",232
"16551","9606.ENSP00000267103","9606.ENSP00000363329",280
"16552","9606.ENSP00000267103","9606.ENSP00000363329",280
"16553","9606.ENSP00000269305","9606.ENSP00000363329",210
"16554","9606.ENSP00000269305","9606.ENSP00000363329",210
"16555","9606.ENSP00000269848","9606.ENSP00000363329",242
"16556","9606.ENSP00000269848","9606.ENSP00000363329",242
"16557","9606.ENSP00000296127","9606.ENSP00000363329",203
"16558","9606.ENSP00000296127","9606.ENSP00000363329",203
