"","from","to","combined_score"
"1","9606.ENSP00000008938","9606.ENSP00000011653",208
"2","9606.ENSP00000008938","9606.ENSP00000011653",208
"3","9606.ENSP00000009530","9606.ENSP00000011653",408
"4","9606.ENSP00000009530","9606.ENSP00000011653",408
"5","9606.ENSP00000009530","9606.ENSP00000085219",524
"6","9606.ENSP00000009530","9606.ENSP00000085219",524
"7","9606.ENSP00000011653","9606.ENSP00000085219",281
"8","9606.ENSP00000011653","9606.ENSP00000085219",281
"9","9606.ENSP00000000233","9606.ENSP00000164227",209
"10","9606.ENSP00000000233","9606.ENSP00000164227",209
"11","9606.ENSP00000009530","9606.ENSP00000164227",220
"12","9606.ENSP00000009530","9606.ENSP00000164227",220
"13","9606.ENSP00000037243","9606.ENSP00000164227",202
"14","9606.ENSP00000037243","9606.ENSP00000164227",202
"15","9606.ENSP00000157812","9606.ENSP00000164227",287
"16","9606.ENSP00000157812","9606.ENSP00000164227",287
"17","9606.ENSP00000026218","9606.ENSP00000169298",652
"18","9606.ENSP00000026218","9606.ENSP00000169298",652
"19","9606.ENSP00000029410","9606.ENSP00000169298",530
"20","9606.ENSP00000029410","9606.ENSP00000169298",530
"21","9606.ENSP00000085219","9606.ENSP00000169298",701
"22","9606.ENSP00000085219","9606.ENSP00000169298",701
"23","9606.ENSP00000011653","9606.ENSP00000204566",506
"24","9606.ENSP00000011653","9606.ENSP00000204566",506
"25","9606.ENSP00000037243","9606.ENSP00000215071",367
"26","9606.ENSP00000037243","9606.ENSP00000215071",367
"27","9606.ENSP00000157812","9606.ENSP00000215071",999
"28","9606.ENSP00000157812","9606.ENSP00000215071",999
"29","9606.ENSP00000164227","9606.ENSP00000215071",234
"30","9606.ENSP00000164227","9606.ENSP00000215071",234
"31","9606.ENSP00000215071","9606.ENSP00000215574",355
"32","9606.ENSP00000215071","9606.ENSP00000215574",355
"33","9606.ENSP00000037243","9606.ENSP00000215730",433
"34","9606.ENSP00000037243","9606.ENSP00000215730",433
"35","9606.ENSP00000009530","9606.ENSP00000215754",986
"36","9606.ENSP00000009530","9606.ENSP00000215754",986
"37","9606.ENSP00000215071","9606.ENSP00000215754",214
"38","9606.ENSP00000215071","9606.ENSP00000215754",214
"39","9606.ENSP00000169298","9606.ENSP00000215882",200
"40","9606.ENSP00000169298","9606.ENSP00000215882",200
"41","9606.ENSP00000215730","9606.ENSP00000215882",208
"42","9606.ENSP00000215730","9606.ENSP00000215882",208
"43","9606.ENSP00000011653","9606.ENSP00000215909",414
"44","9606.ENSP00000011653","9606.ENSP00000215909",414
"45","9606.ENSP00000215574","9606.ENSP00000215917",218
"46","9606.ENSP00000215574","9606.ENSP00000215917",218
"47","9606.ENSP00000215071","9606.ENSP00000216034",256
"48","9606.ENSP00000215071","9606.ENSP00000216034",256
"49","9606.ENSP00000215754","9606.ENSP00000216117",271
"50","9606.ENSP00000215754","9606.ENSP00000216117",271
"51","9606.ENSP00000209875","9606.ENSP00000216133",252
"52","9606.ENSP00000209875","9606.ENSP00000216133",252
"53","9606.ENSP00000215071","9606.ENSP00000216185",277
"54","9606.ENSP00000215071","9606.ENSP00000216185",277
"55","9606.ENSP00000215574","9606.ENSP00000216185",227
"56","9606.ENSP00000215574","9606.ENSP00000216185",227
"57","9606.ENSP00000216034","9606.ENSP00000216185",793
"58","9606.ENSP00000216034","9606.ENSP00000216185",793
"59","9606.ENSP00000216117","9606.ENSP00000216185",386
"60","9606.ENSP00000216117","9606.ENSP00000216185",386
"61","9606.ENSP00000009530","9606.ENSP00000216223",309
"62","9606.ENSP00000009530","9606.ENSP00000216223",309
"63","9606.ENSP00000011653","9606.ENSP00000216223",686
"64","9606.ENSP00000011653","9606.ENSP00000216223",686
"65","9606.ENSP00000085219","9606.ENSP00000216223",300
"66","9606.ENSP00000085219","9606.ENSP00000216223",300
"67","9606.ENSP00000215909","9606.ENSP00000216223",244
"68","9606.ENSP00000215909","9606.ENSP00000216223",244
"69","9606.ENSP00000216117","9606.ENSP00000216223",229
"70","9606.ENSP00000216117","9606.ENSP00000216223",229
"71","9606.ENSP00000215882","9606.ENSP00000216254",426
"72","9606.ENSP00000215882","9606.ENSP00000216254",426
"73","9606.ENSP00000216034","9606.ENSP00000216254",910
"74","9606.ENSP00000216034","9606.ENSP00000216254",910
"75","9606.ENSP00000216117","9606.ENSP00000216254",304
"76","9606.ENSP00000216117","9606.ENSP00000216254",304
"77","9606.ENSP00000216185","9606.ENSP00000216254",277
"78","9606.ENSP00000216185","9606.ENSP00000216254",277
"79","9606.ENSP00000009530","9606.ENSP00000216338",290
"80","9606.ENSP00000009530","9606.ENSP00000216338",290
"81","9606.ENSP00000216223","9606.ENSP00000216338",343
"82","9606.ENSP00000216223","9606.ENSP00000216338",343
"83","9606.ENSP00000008938","9606.ENSP00000216446",308
"84","9606.ENSP00000008938","9606.ENSP00000216446",308
"85","9606.ENSP00000009530","9606.ENSP00000216802",304
"86","9606.ENSP00000009530","9606.ENSP00000216802",304
"87","9606.ENSP00000157812","9606.ENSP00000216802",984
"88","9606.ENSP00000157812","9606.ENSP00000216802",984
"89","9606.ENSP00000215071","9606.ENSP00000216802",935
"90","9606.ENSP00000215071","9606.ENSP00000216802",935
"91","9606.ENSP00000216254","9606.ENSP00000216802",238
"92","9606.ENSP00000216254","9606.ENSP00000216802",238
"93","9606.ENSP00000215574","9606.ENSP00000217026",475
"94","9606.ENSP00000215574","9606.ENSP00000217026",475
"95","9606.ENSP00000215882","9606.ENSP00000217901",286
"96","9606.ENSP00000215882","9606.ENSP00000217901",286
"97","9606.ENSP00000216034","9606.ENSP00000217901",906
"98","9606.ENSP00000216034","9606.ENSP00000217901",906
"99","9606.ENSP00000216254","9606.ENSP00000217901",998
"100","9606.ENSP00000216254","9606.ENSP00000217901",998
"101","9606.ENSP00000216802","9606.ENSP00000217901",481
"102","9606.ENSP00000216802","9606.ENSP00000217901",481
"103","9606.ENSP00000037243","9606.ENSP00000217958",273
"104","9606.ENSP00000037243","9606.ENSP00000217958",273
"105","9606.ENSP00000157812","9606.ENSP00000217958",999
"106","9606.ENSP00000157812","9606.ENSP00000217958",999
"107","9606.ENSP00000215071","9606.ENSP00000217958",999
"108","9606.ENSP00000215071","9606.ENSP00000217958",999
"109","9606.ENSP00000216185","9606.ENSP00000217958",213
"110","9606.ENSP00000216185","9606.ENSP00000217958",213
"111","9606.ENSP00000216802","9606.ENSP00000217958",954
"112","9606.ENSP00000216802","9606.ENSP00000217958",954
"113","9606.ENSP00000217901","9606.ENSP00000217958",254
"114","9606.ENSP00000217901","9606.ENSP00000217958",254
"115","9606.ENSP00000215909","9606.ENSP00000217971",222
"116","9606.ENSP00000215909","9606.ENSP00000217971",222
"117","9606.ENSP00000216034","9606.ENSP00000217971",263
"118","9606.ENSP00000216034","9606.ENSP00000217971",263
"119","9606.ENSP00000216117","9606.ENSP00000217971",271
"120","9606.ENSP00000216117","9606.ENSP00000217971",271
"121","9606.ENSP00000217958","9606.ENSP00000217971",301
"122","9606.ENSP00000217958","9606.ENSP00000217971",301
"123","9606.ENSP00000009530","9606.ENSP00000218516",229
"124","9606.ENSP00000009530","9606.ENSP00000218516",229
"125","9606.ENSP00000169298","9606.ENSP00000218516",225
"126","9606.ENSP00000169298","9606.ENSP00000218516",225
"127","9606.ENSP00000216254","9606.ENSP00000218516",308
"128","9606.ENSP00000216254","9606.ENSP00000218516",308
"129","9606.ENSP00000009530","9606.ENSP00000219150",306
"130","9606.ENSP00000009530","9606.ENSP00000219150",306
"131","9606.ENSP00000216254","9606.ENSP00000219150",210
"132","9606.ENSP00000216254","9606.ENSP00000219150",210
"133","9606.ENSP00000216034","9606.ENSP00000219204",499
"134","9606.ENSP00000216034","9606.ENSP00000219204",499
"135","9606.ENSP00000008938","9606.ENSP00000220166",920
"136","9606.ENSP00000008938","9606.ENSP00000220166",920
"137","9606.ENSP00000009530","9606.ENSP00000220166",942
"138","9606.ENSP00000009530","9606.ENSP00000220166",942
"139","9606.ENSP00000037243","9606.ENSP00000220166",233
"140","9606.ENSP00000037243","9606.ENSP00000220166",233
"141","9606.ENSP00000215909","9606.ENSP00000220166",349
"142","9606.ENSP00000215909","9606.ENSP00000220166",349
"143","9606.ENSP00000216254","9606.ENSP00000221418",232
"144","9606.ENSP00000216254","9606.ENSP00000221418",232
"145","9606.ENSP00000008938","9606.ENSP00000221804",215
"146","9606.ENSP00000008938","9606.ENSP00000221804",215
"147","9606.ENSP00000009530","9606.ENSP00000221972",375
"148","9606.ENSP00000009530","9606.ENSP00000221972",375
"149","9606.ENSP00000011653","9606.ENSP00000221972",321
"150","9606.ENSP00000011653","9606.ENSP00000221972",321
"151","9606.ENSP00000085219","9606.ENSP00000221972",981
"152","9606.ENSP00000085219","9606.ENSP00000221972",981
"153","9606.ENSP00000216223","9606.ENSP00000221972",304
"154","9606.ENSP00000216223","9606.ENSP00000221972",304
"155","9606.ENSP00000216338","9606.ENSP00000221972",259
"156","9606.ENSP00000216338","9606.ENSP00000221972",259
"157","9606.ENSP00000219150","9606.ENSP00000221972",317
"158","9606.ENSP00000219150","9606.ENSP00000221972",317
"159","9606.ENSP00000009530","9606.ENSP00000221978",229
"160","9606.ENSP00000009530","9606.ENSP00000221978",229
"161","9606.ENSP00000011653","9606.ENSP00000221978",217
"162","9606.ENSP00000011653","9606.ENSP00000221978",217
"163","9606.ENSP00000182290","9606.ENSP00000221978",329
"164","9606.ENSP00000182290","9606.ENSP00000221978",329
"165","9606.ENSP00000216223","9606.ENSP00000221978",617
"166","9606.ENSP00000216223","9606.ENSP00000221978",617
"167","9606.ENSP00000216338","9606.ENSP00000221978",877
"168","9606.ENSP00000216338","9606.ENSP00000221978",877
"169","9606.ENSP00000219150","9606.ENSP00000221978",350
"170","9606.ENSP00000219150","9606.ENSP00000221978",350
"171","9606.ENSP00000221804","9606.ENSP00000221978",213
"172","9606.ENSP00000221804","9606.ENSP00000221978",213
"173","9606.ENSP00000221972","9606.ENSP00000221978",431
"174","9606.ENSP00000221972","9606.ENSP00000221978",431
"175","9606.ENSP00000157812","9606.ENSP00000222247",726
"176","9606.ENSP00000157812","9606.ENSP00000222247",726
"177","9606.ENSP00000215071","9606.ENSP00000222247",298
"178","9606.ENSP00000215071","9606.ENSP00000222247",298
"179","9606.ENSP00000215754","9606.ENSP00000222247",460
"180","9606.ENSP00000215754","9606.ENSP00000222247",460
"181","9606.ENSP00000199706","9606.ENSP00000222284",230
"182","9606.ENSP00000199706","9606.ENSP00000222284",230
"183","9606.ENSP00000215071","9606.ENSP00000222284",203
"184","9606.ENSP00000215071","9606.ENSP00000222284",203
"185","9606.ENSP00000000233","9606.ENSP00000222330",214
"186","9606.ENSP00000000233","9606.ENSP00000222330",214
"187","9606.ENSP00000011653","9606.ENSP00000222330",344
"188","9606.ENSP00000011653","9606.ENSP00000222330",344
"189","9606.ENSP00000164227","9606.ENSP00000222330",548
"190","9606.ENSP00000164227","9606.ENSP00000222330",548
"191","9606.ENSP00000204566","9606.ENSP00000222330",245
"192","9606.ENSP00000204566","9606.ENSP00000222330",245
"193","9606.ENSP00000215574","9606.ENSP00000222330",242
"194","9606.ENSP00000215574","9606.ENSP00000222330",242
"195","9606.ENSP00000215909","9606.ENSP00000222330",221
"196","9606.ENSP00000215909","9606.ENSP00000222330",221
"197","9606.ENSP00000217026","9606.ENSP00000222330",221
"198","9606.ENSP00000217026","9606.ENSP00000222330",221
"199","9606.ENSP00000217901","9606.ENSP00000222330",205
"200","9606.ENSP00000217901","9606.ENSP00000222330",205
"201","9606.ENSP00000222250","9606.ENSP00000222330",226
"202","9606.ENSP00000222250","9606.ENSP00000222330",226
"203","9606.ENSP00000215071","9606.ENSP00000222345",501
"204","9606.ENSP00000215071","9606.ENSP00000222345",501
"205","9606.ENSP00000011653","9606.ENSP00000223795",249
"206","9606.ENSP00000011653","9606.ENSP00000223795",249
"207","9606.ENSP00000164227","9606.ENSP00000223795",263
"208","9606.ENSP00000164227","9606.ENSP00000223795",263
"209","9606.ENSP00000216223","9606.ENSP00000223795",298
"210","9606.ENSP00000216223","9606.ENSP00000223795",298
"211","9606.ENSP00000216338","9606.ENSP00000223795",240
"212","9606.ENSP00000216338","9606.ENSP00000223795",240
"213","9606.ENSP00000221972","9606.ENSP00000223795",236
"214","9606.ENSP00000221972","9606.ENSP00000223795",236
"215","9606.ENSP00000221978","9606.ENSP00000223795",306
"216","9606.ENSP00000221978","9606.ENSP00000223795",306
"217","9606.ENSP00000000233","9606.ENSP00000225655",228
"218","9606.ENSP00000000233","9606.ENSP00000225655",228
"219","9606.ENSP00000215754","9606.ENSP00000225655",291
"220","9606.ENSP00000215754","9606.ENSP00000225655",291
"221","9606.ENSP00000216185","9606.ENSP00000225655",230
"222","9606.ENSP00000216185","9606.ENSP00000225655",230
"223","9606.ENSP00000219150","9606.ENSP00000225655",417
"224","9606.ENSP00000219150","9606.ENSP00000225655",417
"225","9606.ENSP00000215882","9606.ENSP00000225665",303
"226","9606.ENSP00000215882","9606.ENSP00000225665",303
"227","9606.ENSP00000216034","9606.ENSP00000225665",337
"228","9606.ENSP00000216034","9606.ENSP00000225665",337
"229","9606.ENSP00000216185","9606.ENSP00000225665",347
"230","9606.ENSP00000216185","9606.ENSP00000225665",347
"231","9606.ENSP00000216254","9606.ENSP00000225665",400
"232","9606.ENSP00000216254","9606.ENSP00000225665",400
"233","9606.ENSP00000217901","9606.ENSP00000225665",290
"234","9606.ENSP00000217901","9606.ENSP00000225665",290
"235","9606.ENSP00000006777","9606.ENSP00000225729",232
"236","9606.ENSP00000006777","9606.ENSP00000225729",232
"237","9606.ENSP00000157812","9606.ENSP00000225729",609
"238","9606.ENSP00000157812","9606.ENSP00000225729",609
"239","9606.ENSP00000199706","9606.ENSP00000225729",217
"240","9606.ENSP00000199706","9606.ENSP00000225729",217
"241","9606.ENSP00000203630","9606.ENSP00000225729",230
"242","9606.ENSP00000203630","9606.ENSP00000225729",230
"243","9606.ENSP00000215071","9606.ENSP00000225729",259
"244","9606.ENSP00000215071","9606.ENSP00000225729",259
"245","9606.ENSP00000222247","9606.ENSP00000225729",517
"246","9606.ENSP00000222247","9606.ENSP00000225729",517
"247","9606.ENSP00000008938","9606.ENSP00000225831",224
"248","9606.ENSP00000008938","9606.ENSP00000225831",224
"249","9606.ENSP00000009530","9606.ENSP00000225831",414
"250","9606.ENSP00000009530","9606.ENSP00000225831",414
"251","9606.ENSP00000011653","9606.ENSP00000225831",404
"252","9606.ENSP00000011653","9606.ENSP00000225831",404
"253","9606.ENSP00000164227","9606.ENSP00000225831",349
"254","9606.ENSP00000164227","9606.ENSP00000225831",349
"255","9606.ENSP00000215754","9606.ENSP00000225831",650
"256","9606.ENSP00000215754","9606.ENSP00000225831",650
"257","9606.ENSP00000215909","9606.ENSP00000225831",200
"258","9606.ENSP00000215909","9606.ENSP00000225831",200
"259","9606.ENSP00000216117","9606.ENSP00000225831",821
"260","9606.ENSP00000216117","9606.ENSP00000225831",821
"261","9606.ENSP00000216223","9606.ENSP00000225831",423
"262","9606.ENSP00000216223","9606.ENSP00000225831",423
"263","9606.ENSP00000223795","9606.ENSP00000225831",229
"264","9606.ENSP00000223795","9606.ENSP00000225831",229
"265","9606.ENSP00000037243","9606.ENSP00000225916",260
"266","9606.ENSP00000037243","9606.ENSP00000225916",260
"267","9606.ENSP00000209875","9606.ENSP00000225916",209
"268","9606.ENSP00000209875","9606.ENSP00000225916",209
"269","9606.ENSP00000216223","9606.ENSP00000225916",309
"270","9606.ENSP00000216223","9606.ENSP00000225916",309
"271","9606.ENSP00000217026","9606.ENSP00000225916",321
"272","9606.ENSP00000217026","9606.ENSP00000225916",321
"273","9606.ENSP00000217901","9606.ENSP00000225916",257
"274","9606.ENSP00000217901","9606.ENSP00000225916",257
"275","9606.ENSP00000216338","9606.ENSP00000225941",228
"276","9606.ENSP00000216338","9606.ENSP00000225941",228
"277","9606.ENSP00000219150","9606.ENSP00000225941",212
"278","9606.ENSP00000219150","9606.ENSP00000225941",212
"279","9606.ENSP00000221978","9606.ENSP00000225941",215
"280","9606.ENSP00000221978","9606.ENSP00000225941",215
"281","9606.ENSP00000222284","9606.ENSP00000225941",213
"282","9606.ENSP00000222284","9606.ENSP00000225941",213
"283","9606.ENSP00000008938","9606.ENSP00000226253",901
"284","9606.ENSP00000008938","9606.ENSP00000226253",901
"285","9606.ENSP00000215909","9606.ENSP00000226253",202
"286","9606.ENSP00000215909","9606.ENSP00000226253",202
"287","9606.ENSP00000216254","9606.ENSP00000226253",666
"288","9606.ENSP00000216254","9606.ENSP00000226253",666
"289","9606.ENSP00000220166","9606.ENSP00000226253",903
"290","9606.ENSP00000220166","9606.ENSP00000226253",903
"291","9606.ENSP00000225665","9606.ENSP00000226253",369
"292","9606.ENSP00000225665","9606.ENSP00000226253",369
"293","9606.ENSP00000009530","9606.ENSP00000226279",440
"294","9606.ENSP00000009530","9606.ENSP00000226279",440
"295","9606.ENSP00000011653","9606.ENSP00000226279",592
"296","9606.ENSP00000011653","9606.ENSP00000226279",592
"297","9606.ENSP00000085219","9606.ENSP00000226279",749
"298","9606.ENSP00000085219","9606.ENSP00000226279",749
"299","9606.ENSP00000216223","9606.ENSP00000226279",466
"300","9606.ENSP00000216223","9606.ENSP00000226279",466
"301","9606.ENSP00000221972","9606.ENSP00000226279",686
"302","9606.ENSP00000221972","9606.ENSP00000226279",686
"303","9606.ENSP00000225831","9606.ENSP00000226279",357
"304","9606.ENSP00000225831","9606.ENSP00000226279",357
"305","9606.ENSP00000217971","9606.ENSP00000227525",240
"306","9606.ENSP00000217971","9606.ENSP00000227525",240
"307","9606.ENSP00000222284","9606.ENSP00000227525",205
"308","9606.ENSP00000222284","9606.ENSP00000227525",205
"309","9606.ENSP00000009530","9606.ENSP00000227752",446
"310","9606.ENSP00000009530","9606.ENSP00000227752",446
"311","9606.ENSP00000011653","9606.ENSP00000227752",465
"312","9606.ENSP00000011653","9606.ENSP00000227752",465
"313","9606.ENSP00000085219","9606.ENSP00000227752",264
"314","9606.ENSP00000085219","9606.ENSP00000227752",264
"315","9606.ENSP00000164227","9606.ENSP00000227752",233
"316","9606.ENSP00000164227","9606.ENSP00000227752",233
"317","9606.ENSP00000182290","9606.ENSP00000227752",213
"318","9606.ENSP00000182290","9606.ENSP00000227752",213
"319","9606.ENSP00000216223","9606.ENSP00000227752",560
"320","9606.ENSP00000216223","9606.ENSP00000227752",560
"321","9606.ENSP00000216338","9606.ENSP00000227752",215
"322","9606.ENSP00000216338","9606.ENSP00000227752",215
"323","9606.ENSP00000219150","9606.ENSP00000227752",351
"324","9606.ENSP00000219150","9606.ENSP00000227752",351
"325","9606.ENSP00000221972","9606.ENSP00000227752",275
"326","9606.ENSP00000221972","9606.ENSP00000227752",275
"327","9606.ENSP00000221978","9606.ENSP00000227752",535
"328","9606.ENSP00000221978","9606.ENSP00000227752",535
"329","9606.ENSP00000223795","9606.ENSP00000227752",415
"330","9606.ENSP00000223795","9606.ENSP00000227752",415
"331","9606.ENSP00000225831","9606.ENSP00000227752",430
"332","9606.ENSP00000225831","9606.ENSP00000227752",430
"333","9606.ENSP00000225941","9606.ENSP00000227752",215
"334","9606.ENSP00000225941","9606.ENSP00000227752",215
"335","9606.ENSP00000226279","9606.ENSP00000227752",272
"336","9606.ENSP00000226279","9606.ENSP00000227752",272
"337","9606.ENSP00000009530","9606.ENSP00000228463",248
"338","9606.ENSP00000009530","9606.ENSP00000228463",248
"339","9606.ENSP00000011653","9606.ENSP00000228463",331
"340","9606.ENSP00000011653","9606.ENSP00000228463",331
"341","9606.ENSP00000029410","9606.ENSP00000228463",211
"342","9606.ENSP00000029410","9606.ENSP00000228463",211
"343","9606.ENSP00000085219","9606.ENSP00000228463",319
"344","9606.ENSP00000085219","9606.ENSP00000228463",319
"345","9606.ENSP00000169298","9606.ENSP00000228463",485
"346","9606.ENSP00000169298","9606.ENSP00000228463",485
"347","9606.ENSP00000182290","9606.ENSP00000228463",214
"348","9606.ENSP00000182290","9606.ENSP00000228463",214
"349","9606.ENSP00000216117","9606.ENSP00000228463",473
"350","9606.ENSP00000216117","9606.ENSP00000228463",473
"351","9606.ENSP00000216223","9606.ENSP00000228463",212
"352","9606.ENSP00000216223","9606.ENSP00000228463",212
"353","9606.ENSP00000219150","9606.ENSP00000228463",345
"354","9606.ENSP00000219150","9606.ENSP00000228463",345
"355","9606.ENSP00000221978","9606.ENSP00000228463",343
"356","9606.ENSP00000221978","9606.ENSP00000228463",343
"357","9606.ENSP00000223795","9606.ENSP00000228463",207
"358","9606.ENSP00000223795","9606.ENSP00000228463",207
"359","9606.ENSP00000225831","9606.ENSP00000228463",418
"360","9606.ENSP00000225831","9606.ENSP00000228463",418
"361","9606.ENSP00000226279","9606.ENSP00000228463",592
"362","9606.ENSP00000226279","9606.ENSP00000228463",592
"363","9606.ENSP00000227752","9606.ENSP00000228463",380
"364","9606.ENSP00000227752","9606.ENSP00000228463",380
"365","9606.ENSP00000009530","9606.ENSP00000228872",222
"366","9606.ENSP00000009530","9606.ENSP00000228872",222
"367","9606.ENSP00000011653","9606.ENSP00000228872",222
"368","9606.ENSP00000011653","9606.ENSP00000228872",222
"369","9606.ENSP00000157812","9606.ENSP00000228872",911
"370","9606.ENSP00000157812","9606.ENSP00000228872",911
"371","9606.ENSP00000215071","9606.ENSP00000228872",900
"372","9606.ENSP00000215071","9606.ENSP00000228872",900
"373","9606.ENSP00000215574","9606.ENSP00000228872",728
"374","9606.ENSP00000215574","9606.ENSP00000228872",728
"375","9606.ENSP00000215754","9606.ENSP00000228872",355
"376","9606.ENSP00000215754","9606.ENSP00000228872",355
"377","9606.ENSP00000216117","9606.ENSP00000228872",512
"378","9606.ENSP00000216117","9606.ENSP00000228872",512
"379","9606.ENSP00000216185","9606.ENSP00000228872",254
"380","9606.ENSP00000216185","9606.ENSP00000228872",254
"381","9606.ENSP00000216802","9606.ENSP00000228872",900
"382","9606.ENSP00000216802","9606.ENSP00000228872",900
"383","9606.ENSP00000217026","9606.ENSP00000228872",225
"384","9606.ENSP00000217026","9606.ENSP00000228872",225
"385","9606.ENSP00000217958","9606.ENSP00000228872",908
"386","9606.ENSP00000217958","9606.ENSP00000228872",908
"387","9606.ENSP00000219150","9606.ENSP00000228872",238
"388","9606.ENSP00000219150","9606.ENSP00000228872",238
"389","9606.ENSP00000222330","9606.ENSP00000228872",393
"390","9606.ENSP00000222330","9606.ENSP00000228872",393
"391","9606.ENSP00000222725","9606.ENSP00000228872",222
"392","9606.ENSP00000222725","9606.ENSP00000228872",222
"393","9606.ENSP00000225831","9606.ENSP00000228872",210
"394","9606.ENSP00000225831","9606.ENSP00000228872",210
"395","9606.ENSP00000226279","9606.ENSP00000228872",218
"396","9606.ENSP00000226279","9606.ENSP00000228872",218
"397","9606.ENSP00000009530","9606.ENSP00000228928",268
"398","9606.ENSP00000009530","9606.ENSP00000228928",268
"399","9606.ENSP00000216802","9606.ENSP00000228928",231
"400","9606.ENSP00000216802","9606.ENSP00000228928",231
"401","9606.ENSP00000221972","9606.ENSP00000228928",205
"402","9606.ENSP00000221972","9606.ENSP00000228928",205
"403","9606.ENSP00000225831","9606.ENSP00000228928",233
"404","9606.ENSP00000225831","9606.ENSP00000228928",233
"405","9606.ENSP00000009530","9606.ENSP00000229195",222
"406","9606.ENSP00000009530","9606.ENSP00000229195",222
"407","9606.ENSP00000218516","9606.ENSP00000229195",693
"408","9606.ENSP00000218516","9606.ENSP00000229195",693
"409","9606.ENSP00000225941","9606.ENSP00000229195",286
"410","9606.ENSP00000225941","9606.ENSP00000229195",286
"411","9606.ENSP00000199706","9606.ENSP00000229238",982
"412","9606.ENSP00000199706","9606.ENSP00000229238",982
"413","9606.ENSP00000011653","9606.ENSP00000229266",224
"414","9606.ENSP00000011653","9606.ENSP00000229266",224
"415","9606.ENSP00000215574","9606.ENSP00000229281",209
"416","9606.ENSP00000215574","9606.ENSP00000229281",209
"417","9606.ENSP00000226279","9606.ENSP00000229281",293
"418","9606.ENSP00000226279","9606.ENSP00000229281",293
"419","9606.ENSP00000000233","9606.ENSP00000229340",257
"420","9606.ENSP00000000233","9606.ENSP00000229340",257
"421","9606.ENSP00000204566","9606.ENSP00000229379",214
"422","9606.ENSP00000204566","9606.ENSP00000229379",214
"423","9606.ENSP00000215754","9606.ENSP00000229379",316
"424","9606.ENSP00000215754","9606.ENSP00000229379",316
"425","9606.ENSP00000216099","9606.ENSP00000229379",567
"426","9606.ENSP00000216099","9606.ENSP00000229379",567
"427","9606.ENSP00000222247","9606.ENSP00000229379",227
"428","9606.ENSP00000222247","9606.ENSP00000229379",227
"429","9606.ENSP00000009530","9606.ENSP00000229829",945
"430","9606.ENSP00000009530","9606.ENSP00000229829",945
"431","9606.ENSP00000011653","9606.ENSP00000229829",638
"432","9606.ENSP00000011653","9606.ENSP00000229829",638
"433","9606.ENSP00000216338","9606.ENSP00000229829",328
"434","9606.ENSP00000216338","9606.ENSP00000229829",328
"435","9606.ENSP00000217958","9606.ENSP00000230431",271
"436","9606.ENSP00000217958","9606.ENSP00000230431",271
"437","9606.ENSP00000000233","9606.ENSP00000232975",368
"438","9606.ENSP00000000233","9606.ENSP00000232975",368
"439","9606.ENSP00000217958","9606.ENSP00000233154",342
"440","9606.ENSP00000217958","9606.ENSP00000233154",342
"441","9606.ENSP00000085219","9606.ENSP00000233668",242
"442","9606.ENSP00000085219","9606.ENSP00000233668",242
"443","9606.ENSP00000221972","9606.ENSP00000233668",912
"444","9606.ENSP00000221972","9606.ENSP00000233668",912
"445","9606.ENSP00000233154","9606.ENSP00000233668",718
"446","9606.ENSP00000233154","9606.ENSP00000233668",718
"447","9606.ENSP00000157812","9606.ENSP00000234038",230
"448","9606.ENSP00000157812","9606.ENSP00000234038",230
"449","9606.ENSP00000217026","9606.ENSP00000234038",226
"450","9606.ENSP00000217026","9606.ENSP00000234038",226
"451","9606.ENSP00000037243","9606.ENSP00000234160",256
"452","9606.ENSP00000037243","9606.ENSP00000234160",256
"453","9606.ENSP00000215730","9606.ENSP00000234160",205
"454","9606.ENSP00000215730","9606.ENSP00000234160",205
"455","9606.ENSP00000216223","9606.ENSP00000235933",444
"456","9606.ENSP00000216223","9606.ENSP00000235933",444
"457","9606.ENSP00000221978","9606.ENSP00000235933",299
"458","9606.ENSP00000221978","9606.ENSP00000235933",299
"459","9606.ENSP00000223795","9606.ENSP00000235933",211
"460","9606.ENSP00000223795","9606.ENSP00000235933",211
"461","9606.ENSP00000226279","9606.ENSP00000235933",390
"462","9606.ENSP00000226279","9606.ENSP00000235933",390
"463","9606.ENSP00000008938","9606.ENSP00000236671",912
"464","9606.ENSP00000008938","9606.ENSP00000236671",912
"465","9606.ENSP00000009530","9606.ENSP00000236671",919
"466","9606.ENSP00000009530","9606.ENSP00000236671",919
"467","9606.ENSP00000011653","9606.ENSP00000236671",383
"468","9606.ENSP00000011653","9606.ENSP00000236671",383
"469","9606.ENSP00000037243","9606.ENSP00000236671",460
"470","9606.ENSP00000037243","9606.ENSP00000236671",460
"471","9606.ENSP00000216117","9606.ENSP00000236671",212
"472","9606.ENSP00000216117","9606.ENSP00000236671",212
"473","9606.ENSP00000217121","9606.ENSP00000236671",212
"474","9606.ENSP00000217121","9606.ENSP00000236671",212
"475","9606.ENSP00000217971","9606.ENSP00000236671",484
"476","9606.ENSP00000217971","9606.ENSP00000236671",484
"477","9606.ENSP00000218516","9606.ENSP00000236671",343
"478","9606.ENSP00000218516","9606.ENSP00000236671",343
"479","9606.ENSP00000219150","9606.ENSP00000236671",281
"480","9606.ENSP00000219150","9606.ENSP00000236671",281
"481","9606.ENSP00000220166","9606.ENSP00000236671",983
"482","9606.ENSP00000220166","9606.ENSP00000236671",983
