"","GSM650659.CEL.gz","GSM650676.CEL.gz","GSM650679.CEL.gz","GSM650686.CEL.gz","GSM650691.CEL.gz","GSM650692.CEL.gz","GSM650696.CEL.gz","GSM650709.CEL.gz","GSM650713.CEL.gz","GSM650714.CEL.gz","GSM650715.CEL.gz","GSM650725.CEL.gz","GSM650728.CEL.gz","GSM650729.CEL.gz","GSM650826.CEL.gz","GSM650828.CEL.gz","GSM650835.CEL.gz","GSM650850.CEL.gz","GSM650855.CEL.gz","GSM650856.CEL.gz","GSM650869.CEL.gz"
"SMDT1",8.684556,8.847216,8.479696,8.60924,8.624928,8.976748,7.934442,8.325455,8.480871,8.345577,8.078078,7.790242,8.014,9.310217,8.30485,7.974734,8.137577,8.139772,8.03197,8.099361,7.871796
"TSPO",8.051378,8.440315,8.429921,8.147671,8.36494,8.382424,8.193622,8.12731,8.21882,8.232161,8.785827,7.842562,8.09315,8.052092,7.72008,7.772731,7.852367,7.730621,7.888757,7.562621,7.888883
"SAMM50",7.664814,7.835334,7.576352,8.099083,7.528486,7.815336,7.400684,7.615979,7.761522,7.323609,7.671462,6.695346,7.716522,7.817408,7.905476,7.768341,7.589387,7.816161,7.296323,7.732538,7.623236
"NUP50",8.684533,8.860315,8.777244,8.614115,9.012138,8.708496,8.998759,8.519293,8.87084,8.600446,8.989976,8.213028,8.551838,8.674182,8.767836,8.648673,8.6965,9.099766,8.990246,8.860746,8.500723
"FAM118A",8.683536,8.286705,7.901766,7.857221,8.791973,8.472173,7.607391,8.446419,7.775205,7.436691,7.726903,7.73292,7.95507,7.617317,8.027974,7.882967,7.755877,8.406742,7.410927,7.782309,7.646998
"ATXN10",8.88347,8.544159,8.168443,8.911543,8.526969,8.756738,8.393883,8.753795,8.790505,8.310243,8.593332,7.877684,8.807988,9.008901,8.932135,8.947739,8.8179,8.886403,8.973018,9.100506,8.830696
"SELENOO",8.096774,8.222912,8.554014,8.01183,8.157174,8.198728,8.187955,8.374518,8.073811,7.870759,8.319994,7.865134,8.281472,8.13379,7.887182,7.774814,7.531765,8.090172,7.849912,7.842712,8.151337
"XKR3",4.790742,5.043521,5.663902,5.158543,5.782406,4.680428,5.897477,4.817555,4.831289,5.292778,5.3579,5.204951,5.32682,4.483979,4.552395,4.846078,4.915645,4.790525,5.552346,5.359874,4.862555
"ADA2",9.165126,9.967714,9.410109,10.331512,9.182198,9.452103,9.518798,9.518479,9.642487,9.030235,9.700914,8.578308,9.585157,9.062391,9.449523,9.457476,9.431367,9.712068,9.071986,9.36132,10.004736
"BID",9.102583,9.237704,9.32099,8.934976,9.242508,9.208876,9.348439,9.093231,9.235991,8.933488,9.606368,8.908245,9.237639,8.853087,9.156422,8.823813,8.879614,8.958246,9.002287,8.451927,8.864513
"GSC2",8.257946,8.294282,8.965456,7.873266,8.346761,8.30288,8.226129,8.466391,7.958176,8.058453,8.033331,8.012545,8.13616,7.959941,7.925887,7.801421,7.651486,7.449195,7.643657,7.918366,8.25505
"SLC25A1",7.700374,7.689723,7.839436,7.571423,7.531467,7.740332,7.643842,7.906875,7.575948,7.788805,7.50482,7.467865,7.674463,7.748161,7.413508,7.639006,7.485299,7.487423,7.30907,7.627839,7.911281
"RIMBP3",7.745814,7.410065,6.770794,7.186621,7.251672,7.00726,7.046437,7.45768,7.177685,7.267821,6.755411,8.004012,7.329559,7.306242,7.537218,7.351117,7.945161,7.528092,7.302143,7.416721,6.99452
"FAM230B",6.143074,6.161083,6.424098,5.117465,6.154146,6.5486,6.514995,5.777884,6.546657,6.840918,6.244418,7.702762,6.057509,5.861967,6.891294,6.478914,6.721061,5.672302,5.298742,6.176162,5.396294
"YDJC",7.674689,7.554004,7.872041,7.558313,7.80851,7.719098,7.594141,7.929621,7.63958,7.347641,7.543806,7.301486,7.588454,7.914177,7.369701,7.353342,7.442159,7.390884,7.117731,7.139572,7.400955
"FAM230I",4.652113,4.913413,5.029742,4.673992,5.058951,4.826669,5.072698,4.94393,5.126617,5.501741,5.001218,6.315207,4.727612,4.666595,4.810521,4.720915,5.201537,4.726188,4.722701,4.556881,4.486743
"GUSBP11",9.237128,9.31707,9.392145,9.356968,9.256048,9.290499,9.078284,9.235978,9.563192,8.895196,9.301539,8.290308,9.271775,8.952302,9.08535,9.319014,8.884041,8.974888,9.094416,9.074149,9.306932
"VPREB3",7.590412,7.478287,6.981538,7.579546,7.346425,7.921531,7.151848,7.343618,7.477504,7.65454,7.619426,7.487377,7.361651,8.347473,7.356408,7.619584,7.381151,7.521367,7.134114,7.281607,7.28892
"DDT",8.89542,9.271346,8.877127,9.548327,8.955082,9.865547,9.312319,8.929175,9.09719,8.913437,8.988888,7.846922,9.094725,10.156685,8.020383,8.322348,7.931858,7.658191,8.276276,8.481044,7.791056
"GSTT1",6.341063,6.848999,7.130434,6.916238,6.791785,7.224642,7.074477,6.779643,6.591976,6.532207,6.112638,6.709026,6.690766,6.859614,6.248957,6.555575,5.631624,5.939683,6.547854,6.599522,5.645134
"ADORA2A-AS1",6.858872,6.556706,7.043699,6.23787,6.722356,6.544372,6.867372,6.756784,6.72939,7.478473,6.692743,7.702334,6.648778,6.484212,6.355356,6.661718,6.906882,6.452563,6.356855,6.426756,6.802606
"GUCD1",9.251813,9.091446,9.538174,9.913191,9.597552,9.221533,9.153086,9.479818,9.140402,8.468812,9.13924,8.700289,8.868786,9.0812,9.620163,9.200056,8.592249,9.316729,9.362301,9.398115,9.13429
"PITPNB",9.231784,9.203738,8.784732,9.350019,9.135562,9.187799,8.939095,9.065375,9.277587,8.731323,8.921384,8.182125,9.220788,9.051938,9.571705,9.528685,9.043905,9.675514,9.339699,9.343892,9.265834
"ASCC2",9.867909,9.593283,10.21998,10.112112,10.18634,9.449707,9.165136,9.685552,9.576493,8.39757,9.595386,8.936554,9.126389,9.134175,10.185914,9.375071,8.454644,9.703499,9.411161,10.195208,9.697271
"PIK3IP1",9.994575,10.003919,9.515372,10.367482,9.455416,9.733484,9.419053,10.16913,10.058261,9.683559,9.756816,8.312971,9.803161,10.358834,9.63902,9.588595,9.325977,9.649346,9.046778,9.581594,9.55106
"MYH9",9.744577,10.504845,10.592427,10.793605,9.910539,10.190704,10.46029,10.426346,10.067843,9.737193,10.409828,9.551777,10.306654,9.525072,10.224502,9.931278,9.493762,10.741972,9.69295,9.330989,10.035093
"TXN2",6.74264,7.072923,6.828744,7.283644,7.004534,7.30215,7.025849,7.212449,7.266263,6.750105,7.124489,6.074285,7.034801,7.372126,7.205186,7.067523,7.010494,7.127471,7.068582,7.041723,6.938884
"PVALB",5.941175,5.561642,5.889106,5.638302,5.856989,6.223052,5.562731,5.858202,5.464041,5.661029,5.08998,6.003356,5.582243,5.366654,5.438127,5.538791,5.757655,5.701687,5.754268,6.148134,5.477265
"IL2RB",7.985987,8.544907,8.444772,8.194848,7.774721,8.069223,8.402601,8.173578,7.883683,7.520489,7.673912,7.915486,8.872706,7.898714,7.860406,8.804387,7.938846,8.870229,7.935353,8.515662,8.377583
"RAC2",10.671875,11.292925,11.056921,11.290436,10.752981,11.167755,11.131543,11.139316,10.827752,10.65545,11.048656,10.189764,10.835037,10.676325,10.983076,11.03779,11.021601,11.255509,10.888989,10.8448,11.121602
"MFNG",8.785126,9.266445,8.969815,9.207359,8.772776,9.181053,9.007597,9.075837,9.18579,8.722713,8.959799,7.854288,9.032737,9.302965,8.810681,8.948524,8.885593,9.123559,8.713808,8.756732,8.88025
"LGALS2",7.354114,7.052275,8.228856,7.153743,8.489993,8.070967,6.553276,7.815898,8.03979,8.09109,7.228053,6.912233,6.885304,7.833917,7.827097,7.462933,7.564105,6.617607,7.872589,7.263321,7.147864
"TMEM184B",8.124329,8.475174,7.874129,7.976071,8.518974,8.281781,8.425992,7.982137,8.190913,8.070213,8.841951,7.856457,8.236809,7.741064,8.41193,8.343617,8.431493,8.290484,8.460561,7.759167,8.600376
"CBX7",7.961986,8.070351,7.754124,7.892318,8.024428,7.819123,7.942565,8.040926,8.220722,7.633942,7.854202,7.253329,7.817505,8.014922,7.696784,7.733043,7.83195,7.84263,7.980417,7.754258,7.595211
"RPL3",11.950123,11.658605,11.939102,11.824088,11.788234,12.239363,10.831636,11.838625,11.735825,11.70737,11.870839,10.929585,11.880274,12.326422,11.353216,11.52078,11.358537,11.295245,11.378345,11.57365,10.589721
"SNORD83B",8.531223,7.54095,8.0335,7.783508,8.473089,7.657161,8.07121,8.250545,8.279887,8.099557,7.9995,8.002765,8.481701,8.616345,7.477828,8.183174,7.628187,8.032978,7.804264,7.925506,7.644113
"DESI1",8.220029,8.340641,8.151171,8.215193,8.33946,8.364984,8.111859,8.196066,8.170205,8.026815,8.262153,7.892211,8.41434,8.289048,8.104358,8.267164,8.224016,7.964147,8.06749,8.317329,8.498658
"SNORD13P1",3.268212,3.86325,3.412027,3.819222,3.759578,2.996953,3.039428,3.435165,3.20114,3.734252,3.984204,4.801275,3.293163,3.316348,4.750702,4.114272,3.762032,4.06014,3.13046,3.680759,3.46412
"NDUFA6",8.327223,7.768916,7.639639,7.929606,8.371046,8.291358,7.60228,8.033819,8.108573,8.057007,8.183334,7.545868,8.253236,9.412356,8.090971,8.195632,8.043469,8.222149,8.464595,8.301508,7.894419
"NFAM1",8.674447,9.086653,8.924896,8.328966,9.041161,9.030407,9.448332,8.679757,9.011366,8.783492,9.580747,8.676851,8.908172,8.32398,8.74694,8.517286,8.988255,9.049498,9.164847,8.416146,8.888783
"CYB5R3",8.199546,8.490631,8.289775,8.652228,8.349404,8.55275,8.452168,8.213948,8.226646,8.125885,8.09419,7.912152,7.94364,7.926615,8.336733,8.38334,8.127819,8.285673,8.264651,8.877293,8.35039
"KIAA0930",7.732915,8.129916,7.869736,8.094928,8.058455,7.928484,7.783736,7.941774,8.102632,7.927707,8.369575,7.087692,8.004462,7.462462,8.026874,8.049628,8.091616,7.868216,7.989757,7.684277,8.395032
"PLXNB2",7.553828,8.111877,7.831525,8.135405,7.827354,7.775565,8.009312,7.889767,7.851428,7.724799,8.212506,7.495906,8.068545,7.592149,7.982318,7.770763,7.760523,8.105895,7.665598,7.499039,8.459868
"LMF2",7.671523,7.677142,7.775288,7.66437,7.519489,7.711948,7.68412,7.464782,7.686303,7.729862,7.675186,7.452434,7.641918,7.533345,7.287761,7.394119,7.724839,7.305717,7.766541,7.445735,7.675826
"ODF3B",7.34291,7.556911,7.788685,7.560488,8.017134,7.441741,7.505425,7.850766,7.567165,7.297743,7.857023,6.68258,7.677089,7.773774,7.57366,6.930343,7.093571,7.125024,7.270315,7.034302,7.886877
"TRNT1",7.574148,7.06199,6.896225,7.735789,7.267066,7.536166,7.165555,7.196036,7.505554,6.552511,6.995604,5.700717,7.060806,7.689462,7.541913,7.557927,7.125675,7.843004,7.986371,7.687104,7.485817
"THUMPD3",7.572479,7.246031,6.674565,7.67414,7.236201,7.577961,6.742383,7.424513,7.514789,7.047225,7.506602,6.037177,7.359546,7.835736,7.751874,7.650924,7.361162,7.419065,7.735896,7.855655,7.270111
"JAGN1",8.741912,8.684933,8.232572,8.666029,8.643486,8.461612,8.480735,8.62958,8.751065,8.355447,8.489191,7.94475,8.466649,9.068761,8.775261,8.760136,8.689794,8.574652,8.677671,8.768941,8.825463
"BRK1",8.483017,8.57883,8.222517,8.504855,8.752368,8.782542,8.322007,8.599293,8.19069,8.330903,8.817615,7.301034,8.59541,9.144554,8.676664,8.855265,8.549157,8.614334,8.839365,8.621964,8.261888
"ATG7",8.660697,9.175974,8.683846,9.292307,9.090407,8.947048,9.548973,8.703643,9.308098,8.62143,9.580534,8.186491,9.220801,8.254696,8.899156,8.882364,8.86045,9.372037,8.929112,8.959245,9.363448
"LSM3",5.9673,5.171763,5.645454,5.727185,5.28415,5.995504,5.432788,6.059343,5.832255,5.552575,5.664561,5.110419,5.466963,7.256373,6.091309,6.18951,6.203363,6.159109,6.615222,6.298812,5.599324
"SLC6A6",10.403729,10.946297,10.705945,10.067332,10.865478,10.738351,11.35989,10.56705,10.895047,10.600376,11.206176,10.207891,10.735263,9.873736,10.816506,10.165168,10.669718,11.007042,10.912146,9.89146,10.498283
"CAPN7",9.330881,9.218329,8.482763,9.164795,8.884977,9.221149,8.911084,8.997113,9.253757,8.667209,8.956112,7.732509,9.090108,9.310359,9.239493,9.432536,9.270847,9.37959,9.622726,9.357403,9.14588
"OXNAD1",9.957027,9.655429,9.486656,10.112215,9.222812,9.482946,9.280292,9.724153,10.067258,9.648618,9.502774,8.41421,9.632452,9.553124,9.777222,9.879019,9.259869,9.984266,9.436982,9.870434,9.421403
"RPL15",11.100734,11.222351,10.411514,11.553862,11.169916,11.19622,10.723961,10.826099,11.007366,11.011594,10.861987,10.277739,10.730596,11.795724,11.005602,11.14227,11.21407,11.097934,11.425322,11.215579,10.192399
"ZNF860",7.509427,6.983531,6.441641,8.034997,6.921601,7.058229,5.677306,7.112886,7.41372,5.907495,6.440016,6.398307,6.61304,8.804289,7.804256,7.663044,7.504838,8.265281,7.600363,7.746383,5.878445
"CNOT10",8.276585,8.345442,7.71743,8.541198,8.148899,8.300137,8.204894,8.133478,8.367551,8.098433,8.425276,7.635282,8.179682,8.409973,8.622411,8.487578,8.423423,8.622421,8.754093,8.759011,8.342419
"CRTAP",8.629385,9.004534,8.632301,8.839968,8.901557,8.854217,8.964289,8.668686,8.914933,8.841306,9.060512,8.411421,8.709334,8.732019,8.693117,8.714889,8.79744,8.534141,8.717072,8.620411,8.334632
"GOLGA4",8.479344,8.589942,8.13049,8.704832,8.454872,8.533554,7.867624,8.498259,8.488224,7.639837,8.211308,7.293233,8.10881,8.506921,8.692142,8.958392,8.38543,8.970461,8.888941,8.814775,8.575795
"MYD88",9.409062,9.682111,9.184099,9.53726,9.970876,9.798488,9.956221,9.520077,9.699719,9.462691,10.29539,8.984131,9.647661,9.430278,9.599302,9.318783,9.485968,9.521567,9.587563,9.282163,10.120674
"WDR48",8.83661,8.768035,8.626173,9.031402,8.845421,9.061302,8.836492,8.653462,8.835511,8.379897,8.824187,7.634563,8.831631,9.027535,9.320977,9.128801,9.089644,9.063691,9.587466,9.591382,9.180718
"SS18L2",8.631823,8.186397,8.246853,8.124518,8.669366,8.488325,8.175061,8.550759,8.380359,8.441559,8.391255,8.132032,8.388621,9.013487,8.742028,8.300531,8.670616,8.408802,8.594878,8.844804,8.450978
"NKTR",9.587325,9.629031,9.093471,9.83585,9.354531,9.291994,9.313698,9.447092,9.85306,9.178066,9.206212,8.355397,9.733105,9.382977,9.698244,9.91289,9.469398,9.850688,9.963855,9.903252,9.506388
"ABHD5",9.233887,9.747631,8.92516,8.606587,9.895771,9.531565,10.511193,9.29979,9.602635,9.050668,10.402371,8.555319,9.520506,8.734831,10.031771,9.085307,9.151339,9.671171,9.651585,8.716442,8.976257
"ZNF502",6.168732,5.492748,5.330957,5.542454,5.310471,5.769168,5.042271,5.270797,6.079102,5.780288,5.56261,5.486547,5.009478,6.466684,5.936553,5.426328,5.302122,5.290574,6.047125,6.256853,5.435856
"SACM1L",10.017548,9.807024,9.632276,10.016684,9.635126,9.969387,9.760284,9.758506,9.980031,9.244352,9.663344,8.927162,9.920585,9.8679,10.008215,10.381464,9.658531,10.074424,10.153002,10.034188,9.921448
"CCR9",7.513071,6.51161,6.994723,7.124152,6.774081,7.256236,6.549067,6.945944,7.081325,6.879869,6.718993,6.910176,6.959977,7.663047,7.625364,7.260784,7.06747,6.437099,6.858128,7.619483,7.094538
"CCR3",6.330781,7.4353,7.611839,6.711318,7.793843,7.306547,6.874547,7.56837,7.153601,6.810746,6.344923,6.500417,7.690353,6.964304,7.935314,6.519409,7.257992,7.341778,8.180036,7.794483,6.585928
"CCR2",8.949355,9.55899,9.179734,9.446117,9.633145,9.256921,9.662149,8.875097,9.351968,8.987074,9.51223,8.710389,9.54403,8.664836,9.105596,9.446187,9.339671,8.989891,9.756288,9.167833,9.159141
"NBEAL2",8.416221,8.848899,8.676756,8.46064,8.891114,8.935729,9.15058,8.517138,8.854003,8.240642,9.290858,8.299668,9.025039,8.346097,8.449574,8.545931,8.776573,8.903696,8.991229,8.235791,9.140108
"DHX30",7.896946,7.985632,7.905195,8.300364,7.721696,7.998339,7.794081,8.154443,8.013718,7.657514,7.911147,7.407646,8.042674,8.24881,7.792968,7.986229,7.625538,7.883628,7.505532,7.811111,8.035316
"CAMP",7.193675,7.350776,7.651832,6.749963,8.598426,7.438701,7.676347,7.390545,7.293964,7.663351,8.009922,7.945215,7.243948,7.202862,7.299374,7.020916,7.548627,7.067357,8.013479,6.930699,8.229203
"WDR6",8.285887,8.380216,8.242726,8.912679,8.085575,8.443266,8.020018,8.372102,8.680018,8.10965,8.253992,7.653215,8.577455,8.399895,8.31286,8.524012,8.139169,8.874254,8.191775,8.345901,8.509261
"NDUFAF3",8.177897,8.347696,8.204227,8.536519,8.178872,8.407247,8.108639,8.29017,8.213089,7.875993,8.164221,7.501266,8.106723,8.25391,7.928355,7.945714,7.689015,7.986424,7.859017,7.970812,8.14515
"RBM6",8.4331,8.36275,8.155405,8.676048,8.058853,7.966382,7.98512,7.981329,8.517727,8.057147,8.231105,7.828172,8.514423,8.118682,8.487346,8.536054,8.15595,8.861541,8.261305,8.169315,8.355926
"GNAI2",10.297152,10.853479,10.563757,10.681607,10.603843,10.742609,10.812539,10.550317,10.684815,10.443193,11.083745,9.861329,10.707701,10.296586,10.776637,10.647214,10.667273,10.760529,10.755342,10.397991,10.829585
"MAPKAPK3",8.621548,9.040951,8.888358,8.740861,8.854899,8.940554,8.991087,8.97484,9.090762,8.904125,9.229324,8.242596,8.893845,8.754937,8.705986,8.756904,8.794529,8.658679,8.941664,8.760397,8.943237
"DNAH1",7.421855,7.624405,7.59159,7.567662,7.344441,7.461169,7.578083,7.537424,7.753139,7.273268,7.754398,7.026006,7.88555,7.410428,7.475726,7.780466,7.259924,7.649051,7.506734,7.233509,7.659086
"GNL3",7.619873,7.294768,7.143712,7.868911,7.300028,7.719215,6.919741,7.41778,7.590755,7.183073,7.485649,6.563686,7.710495,8.696637,7.824612,7.652658,7.97673,7.992818,7.923353,8.120767,7.570376
"CCDC66",6.42468,6.360638,6.24824,6.977355,6.410803,6.451187,5.905483,6.166758,6.534855,5.729048,6.094997,5.568862,6.244838,7.211555,6.339669,6.655484,6.409413,7.078623,7.059164,6.912681,6.178663
"PDE12",7.587956,7.301606,7.010605,7.713641,7.019784,7.342204,7.232466,7.465992,7.571502,6.657343,7.354582,6.533051,7.186085,7.524625,7.464106,7.874536,7.055494,7.746868,7.46816,7.160175,7.690532
"SLMAP",8.632134,8.645913,8.488505,8.910459,8.800304,8.801065,8.711475,8.525302,8.696381,8.173337,8.85337,7.617516,8.544991,8.747348,8.719665,8.917573,8.657663,8.906607,9.236134,8.687043,8.569701
"RPP14",7.853452,7.583262,6.986168,7.917842,7.511874,7.755798,7.47004,7.82533,7.946443,7.288046,7.681344,6.419365,7.839438,8.061109,7.975274,7.859687,7.522492,7.948642,7.910335,7.860309,7.755531
"ATXN7",9.752976,9.940637,9.732484,9.984687,9.848627,9.907374,10.24392,9.784793,9.924881,9.678405,10.112713,9.284173,10.074333,9.518207,9.836261,9.862552,9.947351,10.101541,10.007396,9.809924,10.077651
"KBTBD8",6.866944,5.98606,6.060715,6.896498,6.225082,6.881528,6.417304,6.221537,6.43866,5.773436,6.391305,6.074485,5.907635,7.327201,6.430908,6.700177,6.776561,6.830017,6.577698,6.47295,6.202294
"PSMC1",9.310751,9.586051,9.147944,8.904167,9.643084,9.515626,8.263376,9.340032,9.382105,9.514063,9.549876,9.158241,9.41343,9.551369,9.445696,9.369955,9.513005,9.22356,9.354213,8.973269,9.434334
"PPP4R2",8.873335,8.54409,8.899637,9.0026,8.905967,9.254328,8.674789,8.824477,8.995509,8.333831,9.081269,7.587808,8.568929,9.36395,9.267441,9.178142,9.431639,9.202753,9.575219,9.353357,9.035688
"CHMP2B",7.867386,7.881931,7.112478,8.013524,8.235598,8.226637,7.708114,7.717192,7.917564,7.135067,8.249373,6.269454,7.686437,8.138395,8.361863,7.99213,8.071195,8.069318,8.76247,8.298918,7.964565
"ZNF654",7.303036,7.11701,7.008861,7.802262,7.077593,7.950198,6.880043,7.083176,7.000488,6.021084,7.372772,5.961507,6.536614,7.949029,7.607751,7.597774,7.173819,8.009528,8.236453,8.223936,7.320986
"C3orf38",8.369528,7.888723,7.614869,8.452556,8.153653,8.579778,7.990358,8.080115,8.323685,7.654993,8.236071,6.559764,8.199559,9.006348,8.129847,8.371047,8.239351,8.0988,8.831095,8.411107,8.355023
"NSUN3",8.251581,8.474278,8.125639,9.380309,8.40296,8.590948,9.090255,8.184057,8.285517,7.866816,8.284,7.661732,8.005423,8.184976,8.640089,8.607271,8.081644,9.084007,9.176404,10.116039,8.432197
"CRYBG3",7.117395,7.11457,6.909907,7.458834,7.370085,6.990705,7.529367,6.830907,7.169868,7.007499,7.600229,6.784846,7.206373,6.375833,7.046449,7.234218,7.907098,7.47019,8.246685,7.996298,7.376107
"GPR15",7.978647,7.833259,8.134215,7.959004,7.392037,8.754224,7.426178,7.859539,7.82798,7.253272,7.136402,7.530969,6.956836,8.63401,8.076161,7.900773,8.418893,7.139374,8.301063,8.483045,7.662204
"NIT2",7.519939,7.719903,7.055641,7.792518,7.619631,7.630225,7.265733,7.49262,7.54141,7.228151,7.386495,6.705824,7.518598,7.831377,7.614853,7.577248,7.55899,7.842586,7.891767,8.001984,7.673659
"TRMT10C",6.967983,6.486823,6.587509,7.007723,7.008207,7.313376,6.424886,6.775624,6.956412,6.572692,6.898003,6.386023,6.523357,8.209756,7.069633,6.872576,6.840652,6.597245,7.208258,7.528318,6.448752
"CEP97",7.919168,7.464246,7.395298,7.936327,7.54056,7.851026,7.553481,7.604181,7.493244,7.280337,7.763825,6.996746,7.757813,7.742487,7.932958,8.013549,8.103391,8.313369,8.248654,8.076183,7.76688
"NXPE3",9.042605,8.891611,8.518291,9.237399,8.88019,9.041788,8.879847,8.929816,9.019321,8.710506,9.095188,7.864729,9.032244,9.058962,8.89491,8.857147,9.048297,9.093395,8.709969,8.630405,9.050673
"ALCAM",7.221315,7.407699,7.2707,7.147448,7.316504,7.554514,7.32563,6.843808,7.166131,6.655986,7.412782,6.417369,7.206389,7.489671,7.471099,7.707696,7.550107,7.336397,8.185585,7.736993,7.057847
"DZIP3",7.450518,6.941771,7.056403,7.784342,6.965393,7.737775,6.365144,6.991174,7.197018,6.346271,6.519253,6.289766,6.879156,7.916937,7.392658,7.413353,7.441943,7.844288,8.291635,8.481488,6.812502
"TRAT1",10.517737,9.314338,9.485308,10.241575,9.7755,10.130554,8.987992,9.748483,9.793419,9.608785,8.97781,8.310828,9.473564,10.797425,10.063641,10.089085,9.743306,10.267648,10.330785,10.371014,9.920546
"CD96",10.380925,10.136671,9.90698,10.620074,9.858506,10.340541,9.677122,10.250172,10.198128,9.949687,9.457552,9.212179,9.946067,10.32755,10.180153,10.52058,10.023475,10.457143,10.340835,10.801124,9.86427
"ABHD10",8.037987,7.892355,7.477039,8.456744,7.996061,8.519614,7.768398,7.99074,8.057544,7.720955,7.844111,6.991388,7.819696,9.209783,8.304622,8.258617,8.366269,8.357546,8.8746,8.815896,8.013956
"TMPRSS7",5.153999,5.014903,5.3403,4.95453,4.978948,4.969588,5.196902,5.506521,4.952134,5.872176,4.819726,6.218685,5.010709,4.934119,4.754746,4.905947,5.69325,4.818484,4.71768,4.881904,4.882333
"CD200",7.786027,7.379599,6.795122,7.634096,7.306923,7.521276,6.786244,7.635293,8.109408,7.242946,7.473918,7.094111,7.419461,8.358983,7.771278,7.811416,7.735251,8.193938,7.829335,7.4551,7.022848
"SLC35A5",9.141364,9.203679,8.594271,9.319018,9.220469,9.278015,9.331971,8.8754,9.376825,8.500143,9.590861,8.054526,9.425061,9.483127,9.488636,9.264071,9.315414,9.276559,9.842516,9.819433,9.46947
"GTPBP8",7.81285,7.095025,7.220544,7.716354,7.468052,7.866746,7.146619,7.626302,7.624458,7.093684,7.469237,6.282351,7.576805,8.254071,7.85577,7.723774,7.633391,7.78877,7.718328,7.707056,7.45277
"ATP6V1A",9.293521,10.094768,9.690303,9.662161,9.780343,9.7962,10.546834,9.594745,9.776525,9.508552,10.017065,9.121516,9.978319,8.81312,9.889096,9.569463,9.525022,10.282535,9.976274,9.864607,9.530142
"GRAMD1C",6.917179,7.742589,6.840672,6.090946,7.588569,7.748619,8.304522,6.969499,7.370938,6.991462,7.001275,6.827578,7.307696,7.228738,7.157847,7.223442,7.636189,7.743611,8.399312,7.484238,5.795954
"POGLUT1",7.439354,7.512823,7.10166,7.832655,7.235163,7.454314,7.248504,7.359384,7.766862,6.932134,7.537285,6.02195,7.441243,7.768405,7.681983,7.811479,7.270734,7.78912,7.893997,7.768122,7.966037
"TIMMDC1",8.179474,8.078729,7.94119,8.4743,8.39831,8.237107,7.723829,8.078811,8.189839,7.745475,8.201643,6.845336,8.233793,8.659639,8.583276,8.378966,8.38838,8.51014,8.792811,8.662376,8.384408
"GTF2E1",8.1406,7.915933,7.612394,8.141294,7.825037,8.301937,7.584655,8.1362,8.121445,7.515983,8.141792,7.323622,7.922057,8.385133,8.169424,8.208965,7.990538,8.094034,8.31819,8.170466,8.432905
"EAF2",7.901998,7.683225,7.761431,8.559828,7.905887,8.496469,7.958935,7.934691,8.18116,7.230844,7.934209,6.846155,7.981566,8.42488,8.131201,8.30407,7.988243,8.839791,8.907004,8.346962,7.607585
"SLC15A2",7.661236,7.376362,7.102725,8.380999,7.492983,8.052179,7.778839,7.411728,7.943865,7.426523,8.029566,7.348349,8.428668,7.488013,8.004762,7.880077,8.101618,8.643297,8.397235,8.30398,7.421392
"CD86",7.843199,7.964154,7.589862,8.210524,8.571486,7.975568,8.278514,8.038212,8.256109,7.847202,9.081446,7.456514,7.993417,8.139477,8.484508,8.107986,8.411303,7.835463,8.573154,8.532549,8.746326
"CSTA",8.355055,7.276307,7.28627,6.963656,9.003679,7.953437,7.785434,6.960339,7.791842,7.327802,9.184653,7.320932,7.685471,8.730792,7.339911,7.198931,7.908874,7.188765,8.048693,7.351544,7.356144
"DTX3L",9.401052,9.339908,9.060443,9.550784,9.491591,9.646949,9.611649,9.535444,9.40076,9.169436,10.022026,8.602021,9.796359,9.336675,9.622009,9.627993,9.669724,9.662351,9.602307,9.237827,10.75293
"PARP15",9.053538,9.089104,8.120663,9.372247,8.651722,9.130931,8.314575,8.936128,9.277184,8.094391,8.52106,7.838647,9.069169,9.152263,8.83709,9.525003,9.227508,9.720713,9.245311,9.29791,8.891345
"PARP14",10.102944,9.895689,9.752576,10.512083,10.04237,10.48642,10.09552,10.246398,10.070854,9.965441,10.72685,9.042211,10.674049,9.83005,10.040152,10.181084,10.349964,10.033407,10.227547,10.214102,11.245869
"SLC49A4",8.578008,8.819159,8.205097,8.639026,8.775723,8.669547,9.219207,8.490766,8.851409,8.416521,9.295574,8.006744,8.876988,8.209227,8.763364,8.375483,9.122494,8.873302,9.313251,8.863116,8.7552
"UMPS",8.150181,7.885705,7.618644,8.249424,8.121283,8.119737,7.409952,7.942784,7.982723,7.597828,7.740266,6.847717,7.770236,8.313968,7.999726,8.088405,8.090896,7.913049,8.023646,7.871365,8.032185
"RAB7A",10.020422,10.542653,10.130534,10.450774,10.441872,10.440689,10.762165,10.036692,10.302683,10.135834,10.719331,9.576845,10.336484,9.795564,10.390453,10.193574,10.309406,10.573236,10.574997,10.209345,10.542303
"COPG1",8.040202,8.390689,8.095161,8.639975,8.098203,8.245864,8.354124,8.218248,8.321644,7.818282,8.418916,7.119652,8.239394,7.822105,8.388859,8.246419,8.096269,8.7249,8.158539,8.232565,8.532662
