"","GSM650876.CEL.gz","GSM650877.CEL.gz","GSM650878.CEL.gz","GSM650879.CEL.gz","GSM650880.CEL.gz","GSM650883.CEL.gz","GSM650885.CEL.gz","GSM650923.CEL.gz","GSM650924.CEL.gz","GSM650930.CEL.gz","GSM650931.CEL.gz","GSM650944.CEL.gz","GSM650946.CEL.gz","GSM650950.CEL.gz","GSM650951.CEL.gz","GSM650954.CEL.gz","GSM650959.CEL.gz","GSM650968.CEL.gz","GSM650969.CEL.gz","GSM650970.CEL.gz","GSM650975.CEL.gz"
"LRRC6",6.503765,5.6762,4.968279,5.228989,6.083394,7.048288,5.671075,5.263018,4.708767,5.40592,5.913591,6.83505,6.416611,6.195143,5.593166,5.425989,6.085944,5.648621,6.286156,6.121008,7.293663
"TMEM71",10.78373,10.474499,10.685402,10.109162,10.605947,11.162064,10.307792,10.438534,10.843393,9.729513,10.361928,9.885198,10.356627,10.28554,9.849838,10.211052,9.67461,9.874618,10.037711,10.094709,10.263118
"SLC45A4",9.035952,7.824486,8.040308,7.502045,8.643796,8.137962,7.907413,8.63476,8.884555,7.906041,8.589052,8.389664,7.877993,7.953967,8.088399,8.499773,7.737487,8.071089,8.289604,8.106219,8.445367
"EEF1D",10.310921,10.239648,10.128199,10.094786,10.01612,10.127111,10.307079,10.136753,9.878279,9.858207,9.636948,9.558379,10.278284,10.796289,10.004518,10.308584,10.007761,9.608627,9.980772,10.125981,9.801024
"GFUS",7.950196,8.501962,7.672459,7.194705,8.251342,7.560141,7.88054,7.382796,7.771453,8.117843,8.442298,7.971952,9.24361,8.286939,8.378239,8.732696,8.075409,8.114695,8.152598,8.519372,8.612849
"VPS28",8.149553,8.806125,8.339131,8.021386,8.555748,8.056285,8.616917,8.323183,8.319094,9.183154,9.446716,9.333168,10.167674,9.222153,9.23807,10.015171,9.274725,9.047521,9.159319,9.236718,9.694576
"RPL8",11.621625,11.521917,11.458271,11.692751,11.511162,11.21492,11.87109,11.436701,11.244636,12.723992,12.105787,12.172052,12.770627,12.823434,12.542055,12.577307,12.395813,12.416918,12.272077,12.677657,12.57375
"ZNF252P",6.244202,6.296766,5.982603,6.026606,6.476508,6.834336,6.273092,6.091161,6.278156,6.132988,5.666068,5.880433,6.33593,6.539967,5.806408,6.251214,6.000988,5.760809,6.117436,6.319955,6.228792
"DGAT1",8.273384,8.495101,8.311013,8.093895,8.242297,8.126505,8.48999,8.366092,8.532958,9.08345,9.326369,9.2158,9.389205,9.200039,9.426857,9.428952,9.239176,9.135579,9.126293,9.381376,9.261228
"CDC37L1",7.437664,7.903467,7.587593,7.431385,7.699973,8.040748,7.420223,6.741603,7.244306,6.991225,6.801028,6.5307,7.268415,7.520251,7.062998,7.094592,6.724082,6.558174,7.167679,7.39575,7.449281
"JAK2",8.947528,9.222489,8.662762,8.35087,9.365452,9.415195,8.824898,8.574207,9.0677,7.621386,7.691125,8.393784,8.341585,8.122992,8.240336,8.053967,7.657849,7.519726,7.893044,8.078123,8.294681
"CD274",6.462322,7.719641,6.637571,6.68981,7.671595,8.255457,6.723659,6.832422,7.524345,6.874054,7.255149,7.863657,7.321108,6.729389,6.893669,6.818861,6.674088,6.294121,6.914144,6.415328,7.222043
"RIC1",8.755743,9.475233,8.941335,8.657469,9.170306,9.336226,9.247062,8.354208,9.129674,8.46648,8.364998,8.668041,8.504699,8.560124,8.400134,8.545005,8.284522,8.287325,8.689934,8.628412,8.801261
"UHRF2",8.863023,9.224045,9.351991,9.126078,9.31852,9.575154,9.225893,8.45062,8.844156,8.728313,8.318562,8.399352,8.661293,9.138099,8.634579,8.69076,8.690108,8.339359,8.748192,8.877946,8.95183
"KDM4C",9.062353,9.502236,9.566392,9.449681,9.308127,9.735676,9.452446,8.678429,9.415834,8.699398,8.020981,8.671277,8.718519,8.945451,8.855592,8.925121,8.684084,8.297809,8.932736,8.900555,8.959208
"SNAPC3",9.124083,9.327486,9.443987,9.232104,9.239029,9.334835,9.485572,8.496789,8.959184,9.962746,9.221132,9.744379,10.163802,10.297412,10.026454,10.03567,9.924462,9.798925,10.119256,10.254828,9.849739
"DENND4C",8.577982,9.009461,9.216669,8.807963,8.975693,9.197155,8.833964,8.245138,8.989846,8.160706,7.89399,8.023478,8.318653,8.524017,8.321225,8.367566,8.13864,7.981812,8.242909,8.427984,8.748178
"IFT74",4.432084,5.205983,4.877808,4.914725,5.012977,5.668209,4.81505,4.443127,4.740829,4.964534,4.600249,4.517099,5.318045,5.817032,4.900951,5.127637,5.099213,4.942887,4.955448,5.082967,5.273623
"MIR622",8.057638,8.554591,8.453101,8.869265,8.249148,8.43106,8.622107,8.476227,8.011576,8.950184,8.376084,8.494196,8.258566,8.858571,8.557852,8.492684,8.51516,8.370117,8.277736,8.665694,8.799891
"SLC25A6",9.874751,9.607075,9.141091,9.239844,9.238111,8.905191,9.575057,9.343185,9.373594,11.20024,10.874081,10.987326,11.595919,11.484964,11.270168,11.473963,11.127353,11.322841,11.441505,11.475604,11.291563
"DNAJA1",8.433284,8.369869,7.899979,8.161982,8.13665,8.761671,7.810288,7.710117,7.80565,8.287298,8.355459,7.954986,8.296964,8.439864,8.329728,8.172966,8.447161,7.926903,8.398688,8.376466,8.102764
"CHMP5",7.275767,7.403764,6.761956,7.138089,7.363212,8.198114,6.692112,6.147128,7.251508,6.726508,7.19954,7.968275,7.525807,7.979399,6.927146,7.28143,6.896862,6.724659,6.99386,6.979778,7.008853
"UBE2R2",9.498392,9.42461,9.480517,8.76171,9.485757,9.587999,9.287865,9.381001,9.875607,9.994847,10.41458,9.843014,10.091104,9.761669,10.067877,10.131909,9.862522,9.832821,10.059978,9.981237,9.797442
"CREB3",7.337059,7.403651,7.181769,7.169699,7.300172,7.133786,7.254034,7.195727,7.210437,7.954415,7.963769,8.012073,8.524224,8.279584,8.25962,8.551934,7.91575,8.055923,8.408393,8.217951,8.201309
"GLIPR2",10.168579,9.761541,9.809775,9.503308,10.003449,9.734117,9.557832,10.14866,10.497404,10.636016,11.136178,11.0047,11.098036,10.620922,11.006518,10.951497,10.676412,10.567748,10.861673,10.741621,10.678899
"CCIN",6.178868,5.839891,5.801761,6.041104,5.680179,5.811568,6.010608,6.484461,6.005233,6.2368,5.890709,5.995963,5.744363,5.774667,5.723784,5.923874,5.9676,5.835973,5.663926,6.073922,5.819804
"ZCCHC7",7.534585,8.013701,7.914321,8.222918,7.800707,8.385428,7.742298,7.056745,7.550279,7.577336,7.399639,7.451184,7.543186,8.108301,7.619038,7.864382,7.514355,7.362076,7.705989,7.817006,7.792734
"LINC00268",7.320712,6.958513,6.842518,8.719801,7.599207,6.831032,7.128086,7.715515,7.134178,8.898388,8.993138,8.462871,7.519567,8.184512,8.315903,7.169467,8.433348,8.147376,8.665778,7.4569,7.610905
"SMC5",8.359092,8.407325,8.436435,8.629316,8.431121,9.072906,8.353352,7.917535,8.263898,8.24113,7.675023,7.707321,8.388989,8.731237,8.241722,8.403991,8.216623,7.81492,8.299308,8.431324,8.393266
"ANXA1",10.109575,10.086277,9.50662,10.224446,9.522238,10.78707,9.44627,9.322262,9.939389,10.612932,10.565369,10.176978,11.934052,11.8106,10.930502,11.302463,10.721979,10.707761,10.914179,10.822738,10.509101
"VPS13A",7.952315,8.353073,8.532915,8.010151,8.649921,9.170912,8.462318,7.616867,8.173447,7.056939,6.776107,6.874262,7.379024,7.679507,7.026819,7.517014,7.174881,6.988229,7.445362,7.610313,7.732646
"CEP78",7.586263,7.914753,7.486559,7.554052,7.596585,8.159264,7.413793,6.450775,7.93951,7.108489,7.290741,6.930699,8.186849,7.827614,8.153923,7.569782,7.359249,7.108066,7.592699,7.716484,7.862477
"PSAT1",7.48121,8.582349,7.289464,7.866419,7.333508,7.849907,7.484222,7.321202,7.258746,7.586949,7.413075,7.167706,7.547761,7.490456,6.989368,7.182616,7.181588,6.796076,7.083532,6.961137,7.257196
"RMI1",6.639906,7.463612,6.579871,6.313575,7.353644,7.441285,6.970743,6.633688,7.133699,6.138756,6.604593,5.633243,6.939893,6.348645,5.970277,6.351661,5.770944,5.781609,5.833518,6.586614,6.577743
"NAA35",8.380123,8.666219,8.580929,8.759947,8.600393,9.137391,8.614768,7.891548,8.596569,8.297547,7.757756,7.922663,8.24412,8.491754,8.27548,8.416281,8.084643,7.931828,8.367859,8.402089,8.327043
"CTSL",5.671451,7.091067,6.28939,6.228568,5.937521,6.085959,6.383252,6.009789,6.075022,6.460087,6.202218,6.913371,6.892274,6.40563,6.528568,6.507005,6.066031,6.43732,6.42406,6.371766,5.665838
"CKS2",6.307524,6.408557,5.774037,5.734386,6.126233,5.416605,5.932171,5.64922,5.763356,6.041189,6.159037,5.912425,7.406666,7.995545,6.583501,6.528635,6.333651,6.403789,6.160279,6.665042,6.139098
"MIRLET7F1",6.746965,6.672856,6.604138,7.034377,7.608644,7.262056,6.413194,6.306844,6.625575,5.60385,5.133723,5.299895,6.243222,6.36094,5.697007,5.591079,4.977144,5.441718,5.759189,5.890769,6.318051
"MFSD14B",9.111058,9.623132,9.074998,9.28199,9.630612,8.916709,9.002591,9.010132,9.343934,8.911187,10.332925,9.856918,9.43238,9.080967,9.675896,9.248053,9.433841,8.978595,9.387725,9.340631,9.283852
"ERCC6L2",8.08195,8.031742,8.226047,8.324937,8.294393,8.462414,7.877467,7.995042,8.002643,7.963787,7.265646,7.421253,7.936415,8.210201,7.711069,7.952141,7.520198,7.571881,7.58354,8.141322,7.97406
"TDRD7",7.790971,8.515016,7.699865,7.698821,8.215487,8.474532,8.127023,7.509633,8.141629,7.425055,7.487374,9.001775,7.775586,7.50251,7.61894,7.91386,7.802561,7.541816,7.675497,7.615396,8.052482
"TMOD1",8.144401,9.282397,8.888998,8.896395,9.99271,8.602575,9.367416,8.497856,8.480121,9.345637,9.890085,8.880848,9.743506,8.391515,9.091148,9.421856,8.965165,9.357602,9.095969,9.103562,9.620974
"TGFBR1",9.891885,9.894554,9.639647,9.468638,9.827772,10.079934,9.779215,9.469412,9.955389,9.044308,9.038149,8.936331,9.401639,9.486417,9.410367,9.262488,9.037554,8.973245,9.300344,9.346059,9.541666
"RNF20",8.502726,8.638985,8.719756,8.342963,8.797954,9.052954,8.728184,8.526847,8.837511,7.831986,8.028435,8.097505,8.043537,8.019691,8.077991,8.093911,7.790013,7.971881,8.073705,8.180572,8.010873
"SMC2",6.28186,7.257031,5.94992,6.417701,6.973315,7.216271,6.643045,5.631122,6.450337,6.302486,5.572058,6.249615,6.40476,6.680711,6.075134,6.09964,6.223111,5.881828,6.252126,6.347449,6.190834
"NIPSNAP3A",6.862187,7.26298,6.848722,6.814577,7.084665,7.387411,7.070987,6.196698,7.008143,6.324115,6.218654,6.555341,7.112387,7.034798,6.540739,6.818287,6.133942,6.201074,6.858806,6.987384,6.836259
"NIPSNAP3B",5.052938,5.528019,4.827693,5.626169,5.27305,5.304846,5.635872,5.091915,5.112391,5.125406,5.060021,5.112191,5.15978,5.678698,5.199802,5.528887,4.889599,4.968253,5.179451,5.375971,5.645317
"TMEM38B",6.390583,7.090475,6.842644,6.904635,7.241977,7.618675,7.014335,6.393331,6.636323,6.711295,6.371155,6.514614,6.6418,6.693183,6.280204,6.646831,6.421329,6.686656,6.515997,6.656069,6.469037
"ZNF462",5.873457,5.360819,5.726104,6.287973,5.688984,5.712528,5.862783,6.462759,5.976571,6.537877,6.465499,6.703645,6.252803,6.208679,6.390888,5.718092,6.429788,6.221951,6.399662,6.207847,6.211743
"ABITRAM",6.77317,7.163258,6.922668,6.73622,6.806469,7.1287,6.620654,6.223023,6.798999,7.366045,7.256844,7.080642,7.751354,7.704452,7.08342,7.225452,7.147683,7.157585,7.451208,7.062706,7.379033
"UGCG",8.177487,8.582967,8.405869,8.318437,8.62253,8.510496,8.377352,7.948451,8.203132,7.730623,7.073452,7.439825,7.963034,7.992478,7.357139,7.807629,7.673846,7.481055,7.930741,8.217909,8.214462
"HSDL2",8.163257,8.079012,8.029471,7.308344,8.358326,8.879557,7.985728,8.228242,8.381292,7.436278,8.188379,7.431611,7.936005,7.624011,7.461465,8.05105,7.162713,7.072961,7.579238,7.81927,7.949289
"SLC31A2",8.972744,9.373762,9.011405,8.84526,9.259983,9.193351,9.587139,9.352317,9.101652,9.777521,10.514783,10.370934,10.141553,9.865802,10.043913,10.230807,10.081428,10.055975,9.938711,9.982477,9.737539
"SLC31A1",7.033678,7.870639,7.721207,7.29829,7.879642,7.62037,7.52672,7.25705,7.721081,8.56532,9.081715,8.693106,9.200778,8.734308,8.933723,9.35451,8.765347,8.363517,8.696075,8.489189,8.402009
"ORM1",5.598302,5.196564,6.120458,5.266256,5.482474,5.9624,5.520587,6.801929,5.558855,5.610132,6.128056,4.967096,5.579036,5.500314,5.653038,5.707196,5.42697,5.707193,6.328616,5.559993,5.62577
"ATP6V1G1",8.950666,8.86131,8.656492,8.813637,8.618589,9.000499,8.67622,8.335347,8.486531,9.096306,8.86889,8.956201,9.67009,10.134649,9.146458,9.487582,9.230758,9.263994,9.159973,9.367841,9.051561
"TLR4",11.076893,10.426566,10.355432,9.508376,10.9485,10.816484,10.52311,10.846196,11.180245,10.337281,11.283331,10.807987,10.667282,10.004032,10.444447,10.529624,10.193062,10.320358,10.632543,10.692825,10.512727
"CNTRL",8.092548,8.596571,8.704524,8.083969,8.385704,9.147813,8.200407,7.518532,8.36249,7.996898,7.7389,8.262925,7.866431,7.84538,8.080912,8.060853,8.018751,7.705203,8.091936,8.379103,8.255796
"GSN",8.456222,9.191009,8.939422,7.939381,9.077478,8.792676,8.502822,8.944544,9.190243,7.933445,8.709408,8.83915,8.233959,7.802786,8.328721,8.532882,8.432687,8.292352,8.17048,8.576305,8.667345
"OR1J4",5.32691,5.004357,4.821523,5.057765,5.057086,4.748065,4.959349,5.428356,4.709333,5.855575,5.900348,5.404631,4.717927,5.50797,5.436963,4.637697,5.551693,5.210355,5.362126,5.345477,4.889631
"OR1Q1",4.823439,4.521279,5.15351,5.166129,4.752308,4.864905,5.091536,5.425486,5.226852,5.81491,5.913867,5.235609,4.861112,5.004288,5.516522,5.322284,5.165113,5.088629,5.221107,5.312071,4.698483
"GPR21",7.600782,7.688506,7.49111,7.256423,7.487619,7.699709,7.300176,7.231583,7.946771,7.919662,7.954369,8.259833,7.541634,7.750519,7.958061,8.11612,7.947853,7.854551,8.05315,8.21174,8.308017
"MIR181A2",5.834995,5.625139,5.490849,5.613558,5.605121,5.345873,5.959622,5.542202,6.007635,5.954946,5.963608,6.088913,6.225516,6.206764,6.027141,5.584699,5.940414,6.241843,5.840415,5.978579,6.543469
"GAPVD1",8.785411,9.003389,9.253354,8.620835,8.943135,9.416313,8.932431,8.672646,9.195297,8.193052,8.124585,8.262433,7.992252,8.123652,8.176622,8.177344,8.026449,7.98523,8.042393,8.325913,8.149824
"CDK9",9.35107,9.292023,9.391274,9.288061,9.292558,9.416057,9.536327,9.343395,9.567952,10.195818,10.036428,10.250681,10.194498,10.259441,10.332587,10.199486,10.257998,10.063373,10.224121,10.204243,10.168443
"LCN2",7.610785,7.648573,7.476157,7.683981,7.169524,7.222226,7.39795,7.928199,7.393042,7.33689,7.722427,7.261773,7.768481,7.547778,7.438005,7.463811,7.27681,7.811431,7.481922,7.400863,7.413421
"TOR1B",7.885763,8.511427,8.147311,7.827397,8.434299,8.207863,8.133539,7.825946,8.432455,7.97222,8.167238,9.79964,8.307124,8.183088,8.045848,8.207977,8.375108,8.150884,8.253573,8.346965,8.496284
"EXOSC2",7.970314,8.423758,8.339939,8.234207,8.084887,8.23237,8.156196,7.776146,7.982443,8.778034,8.14616,8.415972,8.944178,9.202058,8.798112,8.867748,8.681151,8.788977,8.71583,8.945514,8.681396
"NUP214",8.740443,9.174735,9.299199,8.710241,9.022729,9.30398,8.898879,8.785937,9.382848,9.232445,9.56745,9.599344,9.18334,9.40924,9.574235,9.438434,9.490584,9.277189,9.412923,9.334613,9.55728
"LCN1",5.137604,4.513362,5.386873,6.305429,4.76083,4.399859,5.736024,5.667469,5.268171,6.242082,5.8057,5.445133,5.197459,5.196753,5.117148,5.183528,5.59361,5.899292,5.617306,5.263294,5.275443
"SNORD36B",5.830393,6.332073,6.036448,5.112628,5.763113,6.182629,5.934879,5.163269,5.535769,7.780686,6.742974,7.414839,7.798708,8.045231,7.83143,7.97552,7.321715,7.107882,7.974159,8.203349,7.466023
"RXRA",8.583411,8.913084,8.709375,8.047974,8.708268,8.177458,8.582619,9.084463,9.088304,9.182402,9.999948,9.687008,9.742912,8.900967,9.602911,9.559074,9.1291,9.35444,9.494213,9.428526,9.382613
"OBP2A",8.863718,9.10612,8.860115,8.964692,9.360171,8.206773,9.830803,9.392395,8.250028,9.437512,9.860785,8.946842,9.758455,9.372489,9.327845,9.334361,9.585345,9.757578,9.041175,9.428402,9.566315
"SSNA1",7.667028,7.840338,7.651316,7.623258,7.52003,7.181811,7.456344,7.970015,7.539548,8.302056,8.050534,8.520307,8.822692,8.730699,8.365735,8.836559,8.620598,8.240013,8.521567,8.608671,8.40972
"TUBB4B",8.721955,9.288075,8.634663,8.422839,8.705436,8.390553,8.831106,8.403931,8.755388,10.027007,9.64555,9.549275,10.026169,9.44075,9.721992,9.760112,9.693537,9.660405,9.839157,9.598689,9.724162
"NELFB",7.795465,7.892544,7.701381,7.841005,7.850959,7.429626,7.958705,7.671971,7.827712,8.642922,8.370519,8.854789,8.781409,8.796584,8.708379,8.729001,8.6158,8.514053,8.762664,8.748753,8.560307
"PUM3",7.004446,7.566725,7.431062,7.473473,7.650135,8.121754,7.589598,6.830056,6.988741,6.761143,6.050179,6.331095,6.955701,6.985798,6.672867,6.886497,6.524783,6.355745,6.606372,6.995009,6.823263
"ERMP1",8.510293,8.677367,8.613812,8.153974,8.411375,8.923331,8.91489,7.938133,8.767284,7.683398,8.123841,8.024322,7.683444,8.106359,8.020254,7.708724,7.61181,7.903819,7.94656,7.859513,8.300227
"KIAA2026",9.968148,10.177438,10.176838,9.962688,10.278684,10.391069,10.16147,9.620188,10.373854,10.387615,10.326705,10.309735,10.199587,10.327423,10.428942,10.428524,10.291395,10.352776,10.312598,10.312633,10.609382
"RANBP6",7.698196,7.86912,7.532595,7.932958,7.972111,8.276271,8.070432,7.396615,7.786936,7.172063,6.918013,6.926565,7.966987,8.334661,7.178244,7.352855,7.5194,7.304115,7.210984,7.535527,7.624535
"GLDC",6.773066,7.813571,7.08387,7.542424,7.117221,7.481005,6.971665,6.863243,7.063533,7.218483,6.958293,7.04154,6.893883,7.257773,7.098813,7.134215,6.713076,7.388244,7.484927,7.057521,6.884717
"DMAC1",7.566868,7.465498,7.235444,7.451426,7.295442,7.168256,7.336644,7.255667,7.139364,7.907966,7.594642,7.536532,8.449927,9.080414,7.989035,8.1105,7.777391,7.980366,7.679814,8.373162,7.954633
"ZDHHC21",7.932082,8.608895,8.475654,7.411714,8.810484,8.882989,8.764991,7.150414,8.032405,7.901625,7.224878,7.689262,7.905513,8.233977,8.076036,7.732918,7.914317,7.762666,8.244258,8.515942,8.518334
"TTC39B",6.930941,7.764401,7.547525,7.753852,7.568622,8.497871,7.611158,6.992259,7.378729,6.728157,6.524746,7.083629,7.263912,7.241417,7.293754,7.118871,6.804589,6.783615,7.208757,7.287433,7.356681
"PSIP1",7.846261,8.037619,8.109604,8.141085,8.23382,8.984579,7.950051,6.933139,7.926345,7.702842,7.024954,6.933194,8.108888,8.174793,7.506047,7.985831,7.592456,7.411197,7.477239,7.853035,7.641121
"SCARNA8",7.468965,7.383279,7.26241,7.365712,7.260691,8.048602,7.762367,6.748483,7.459883,6.851122,6.818526,6.67983,6.54878,7.122653,6.662751,6.44182,6.865172,6.511556,6.8713,6.757997,6.843928
"RPS6",10.634001,10.2339,10.132489,10.462757,10.071678,10.411383,10.345948,9.863471,9.783852,10.511846,9.998424,9.932298,10.946352,11.948156,10.588633,10.934378,10.596326,10.432854,10.59719,10.632632,9.941779
"MLLT3",7.643839,7.943684,8.17532,8.277103,8.118622,8.646357,7.372041,7.618996,7.624077,8.257779,7.522955,7.498592,8.058233,8.679898,7.990749,8.256936,8.059276,7.950601,8.19287,8.072808,8.239018
"CAAP1",6.907337,7.383996,7.205339,7.445086,7.664668,7.618695,7.090298,6.810891,7.177897,6.689782,6.616984,6.451042,6.865016,7.049976,6.768281,6.68265,6.528374,6.466764,6.70181,6.91207,6.890179
"C9orf72",9.425823,9.876729,9.130699,8.703291,9.599132,9.753981,9.262766,9.018563,9.763503,8.831014,8.967537,8.665632,9.51141,8.930631,8.811889,8.971537,8.571871,8.609896,8.875968,9.168273,9.243587
"DDX58",8.7269,9.223907,8.844971,8.470486,9.341077,9.775408,8.91227,8.438837,8.935839,8.50301,8.797841,10.730011,9.20458,8.714933,8.789665,8.996281,9.022432,8.601269,8.784281,8.834332,9.331078
"TOPORS",7.958381,7.392824,7.509116,7.439368,8.085573,8.512435,7.519891,7.661841,7.184623,6.561346,7.49797,6.794282,7.666273,7.711512,7.041641,7.497855,7.328755,6.710231,7.207013,7.217605,7.108616
"NDUFB6",6.806416,6.784784,6.31316,6.09651,6.115686,6.882917,5.910048,5.83786,6.418076,6.65926,6.678426,6.351508,7.107001,7.3089,6.862514,7.270587,6.623939,6.251523,7.080271,7.002135,6.338966
"BAG1",8.385041,8.367912,7.903105,8.086172,8.713374,8.111884,8.383688,7.983214,8.111224,7.550659,8.178901,7.971795,8.605272,7.729032,7.892594,8.140004,7.721689,8.017767,7.709251,7.931901,7.851243
"DCAF12",11.07605,11.833635,11.6066,11.668798,12.173861,11.320457,12.436553,11.610413,11.221072,12.223764,12.374526,11.69105,12.446745,10.888615,11.876486,12.540954,11.844418,12.056828,11.754108,11.768489,12.432992
"SIGMAR1",7.941339,7.824786,8.146197,7.920154,7.897089,7.81766,8.231056,8.317626,7.887705,9.256477,8.731254,8.904662,9.059155,8.824917,9.023401,9.129844,8.908627,8.878854,8.634873,8.731324,8.957549
"FAM205C",4.658751,4.636665,4.36843,5.090397,4.676703,4.740872,4.420998,5.308057,4.851005,5.203693,5.065944,4.811905,4.350652,4.621467,5.169783,4.557366,4.890844,4.988467,4.778846,4.669022,4.897294
"CD72",7.462425,8.347673,8.129001,8.234462,7.978391,7.889103,8.221061,7.707612,7.373328,8.63895,8.282389,8.886944,8.445668,8.958265,8.71687,8.670411,8.944098,8.365698,8.747912,9.042095,8.670818
"SIT1",7.398651,7.972401,7.873349,7.608786,7.772292,7.654183,7.854758,7.655397,7.979988,9.043724,8.540612,8.836093,9.37276,9.263183,8.995821,9.261051,9.082738,8.863958,9.058939,9.048894,8.679059
"RMRP",11.127785,11.350172,11.195507,10.626676,10.662105,10.2762,11.160008,10.624053,9.708995,10.466177,10.323169,10.500554,11.195318,11.583254,10.69714,11.185597,10.282713,10.791715,10.358933,10.974764,10.404561
"TLN1",9.549709,9.846573,9.996225,8.966487,9.638726,10.118032,9.536143,9.803222,10.502483,9.546084,10.388246,10.27668,9.503217,9.103361,10.008156,9.804314,9.682084,9.668954,9.713704,9.847855,9.755169
"RNF38",8.82264,9.364628,9.362812,8.960833,9.323313,9.354639,9.021254,8.979138,9.440508,9.891934,10.134385,9.91816,9.802902,9.849684,9.932192,9.990367,9.881871,9.719904,9.794423,9.798126,10.240281
"PAX5",8.041767,9.32906,9.361363,9.369262,8.939445,8.984922,9.367308,9.090622,8.578061,9.248729,8.86658,9.873289,8.809133,9.442049,9.276788,9.365419,9.445768,9.184118,9.575981,9.492557,9.3314
"RAB1C",7.317354,7.994347,7.506842,7.271589,7.959894,7.492411,7.382365,7.295235,7.557754,8.221546,8.821546,8.321881,8.534127,8.165773,8.291549,8.497029,8.468014,8.458853,8.544232,8.200614,8.759262
"EXOSC3",8.290889,8.483859,8.047007,7.921218,8.488249,8.459487,8.233683,7.739946,8.223046,7.913062,7.839785,7.730451,8.235094,8.296145,7.927828,8.059103,7.948326,7.629041,8.007782,8.134598,8.311709
"SLC25A51",5.210274,5.497056,4.893034,4.720948,5.817987,5.489089,5.420386,4.429911,5.190761,5.167088,4.55695,4.496218,4.981368,4.710328,4.552634,5.29891,4.794576,4.548134,4.499667,4.969822,4.780693
"TMEM252",7.1599,6.958567,7.233385,6.644703,6.913141,7.383951,6.785031,7.265616,7.077249,6.816923,6.764151,6.926728,6.889166,6.370092,6.49744,6.501819,6.587835,6.670797,6.56544,6.340324,6.078936
"CEMIP2",8.931528,9.181299,9.373074,9.119396,9.233589,9.450788,9.028569,8.985001,9.70463,8.5364,8.51784,8.405078,8.399537,8.528136,8.411671,8.554815,8.554496,8.241276,8.415227,8.855998,8.765781
"ZFAND5",9.90609,10.081377,9.659363,9.55604,9.99843,9.871674,9.874434,9.559475,10.10603,8.886092,9.334438,8.932717,9.533584,8.685891,9.131073,9.348197,8.767669,9.045423,9.123824,9.187299,9.222352
"ALDH1A1",7.561472,8.101312,7.225028,7.397873,7.815826,7.761256,7.353613,7.243012,8.181885,7.062302,7.637012,7.927561,7.904191,7.308562,7.744341,7.21128,6.726435,7.434855,7.993924,7.767831,7.26298
"TRPM6",8.421291,7.418948,7.366019,6.693616,7.552137,7.712653,7.146642,7.827459,7.778138,7.255255,7.730563,7.102651,7.234101,6.965849,7.483791,7.359134,7.076586,7.225612,7.516453,7.355922,7.401778
"CARNMT1",7.974103,8.269381,7.860353,7.869727,8.199824,8.597721,8.066357,7.34466,7.805967,7.552088,6.945108,7.097549,7.899373,8.039909,7.416122,7.487834,7.529322,7.317336,7.586454,7.6847,7.596795
"NMRK1",5.895869,6.0854,6.160063,5.906884,6.078514,6.882649,5.558065,5.703739,6.068555,6.104807,5.467558,5.357797,6.679543,6.759081,5.968032,6.190172,5.996633,5.430376,5.780792,5.662572,6.691565
"GNAQ",8.602933,8.542401,8.715566,6.559269,8.286629,9.22972,6.928809,8.296277,8.920009,9.189539,9.461638,9.082982,9.378199,9.062959,8.82955,9.205336,8.550626,8.586454,9.359603,9.183224,9.46651
"C9orf64",7.099289,7.523441,7.246008,7.031544,7.322026,7.239032,7.245186,6.50472,7.235112,6.596477,6.876771,6.740232,6.896505,6.506417,6.643783,6.822892,6.732184,6.439084,6.889852,6.978429,6.982832
"AGTPBP1",9.994309,9.604289,9.515429,9.290916,9.994845,10.411772,9.319042,9.577714,9.868342,8.869201,9.262657,8.562823,9.10334,9.225383,8.809938,9.236754,8.919138,8.624359,9.093746,9.277614,9.231838
"TUT7",10.192602,9.993308,10.08346,9.589558,10.225961,10.691342,9.829273,10.072431,10.543875,9.034545,9.617913,9.348706,9.373791,8.999703,9.304862,9.522262,8.967078,8.912268,9.221516,9.428429,9.29001
"LOC440173",5.918544,5.461685,5.153779,6.00661,5.47255,5.368246,5.67,5.967095,5.566343,5.813003,5.658887,5.335939,5.164672,5.403256,5.3331,5.029146,5.539424,5.630354,5.391218,5.068362,4.905236
"NFIL3",8.782516,8.711936,8.431767,8.110586,8.941805,8.949633,8.436047,8.960856,8.883354,7.938885,8.296743,8.874711,8.758138,8.239394,7.928185,8.412707,8.12802,8.197366,8.11981,8.332907,8.387007
"SPTLC1",8.02655,8.019365,8.119425,7.808909,8.135273,8.403511,7.900954,7.521426,8.105397,7.211325,7.16892,7.222472,7.625739,7.448285,7.28668,7.449858,7.314718,7.108731,7.339051,7.482484,7.351236
"IARS1",8.91818,9.48342,9.32054,9.342399,9.344264,9.666997,9.326225,8.644144,9.246789,8.890564,8.331499,8.696671,8.479349,9.07475,8.914333,8.991164,8.838271,8.875681,8.980304,9.001086,8.89623
"ZNF484",7.810059,8.096998,8.135421,8.13968,8.097955,8.708188,7.992156,7.460159,7.727153,8.236598,7.534163,7.599225,8.521454,8.382619,7.84104,8.394815,8.045548,7.717465,7.991024,8.244895,8.387406
