"","GSM650876.CEL.gz","GSM650877.CEL.gz","GSM650878.CEL.gz","GSM650879.CEL.gz","GSM650880.CEL.gz","GSM650883.CEL.gz","GSM650885.CEL.gz","GSM650923.CEL.gz","GSM650924.CEL.gz","GSM650930.CEL.gz","GSM650931.CEL.gz","GSM650944.CEL.gz","GSM650946.CEL.gz","GSM650950.CEL.gz","GSM650951.CEL.gz","GSM650954.CEL.gz","GSM650959.CEL.gz","GSM650968.CEL.gz","GSM650969.CEL.gz","GSM650970.CEL.gz","GSM650975.CEL.gz"
"OR51B6",4.742206,4.15834,4.662959,5.06284,4.322991,4.444291,4.605349,5.237861,4.945215,5.30418,5.386354,5.027529,4.481933,4.876879,4.463513,4.18464,4.895365,5.140029,4.991316,4.36869,4.385411
"OR52B6",5.956867,5.687506,5.589581,6.424294,5.503269,5.66951,5.574583,6.315025,5.741182,6.404263,6.610753,6.064379,5.667477,6.716226,6.480224,5.467187,6.497408,6.230844,6.224474,5.791959,5.680913
"TRIM22",9.885289,10.854259,10.135603,10.223065,10.664647,10.770836,10.4095,9.511751,10.538251,9.590456,9.794281,11.255752,10.116704,9.991588,10.032128,9.971884,10.140404,9.902836,9.874188,9.900984,10.089433
"OR52N4",4.937823,5.667907,4.408428,5.45813,5.015684,4.968505,4.900126,4.58594,5.193332,5.398998,5.537676,6.301948,5.845335,6.147691,5.563385,5.879426,5.534572,5.479582,5.774313,5.235514,5.766961
"OR56B4",5.054392,4.984043,4.961903,5.445674,5.335779,5.412503,5.242004,5.863531,5.641642,5.694567,6.030469,6.090373,5.391076,5.382567,6.02599,5.775203,5.92645,5.740794,5.609117,5.820201,5.501028
"OR52W1",6.665143,6.296396,6.60014,7.178529,6.403342,6.825413,6.756056,7.296613,6.655804,7.388037,7.243972,7.121155,6.855434,7.008989,7.116516,6.817209,7.233117,7.303089,7.003148,6.740385,6.926572
"TIMM10B",8.476901,8.339311,8.637878,8.358735,8.36373,8.463707,8.432097,8.213783,8.471242,9.28142,8.887213,9.112215,9.090355,9.381953,9.185061,9.222457,9.156513,8.964976,9.056247,9.033387,9.394599
"EIF3F",7.323822,7.413192,7.624154,6.886675,7.669809,7.393077,7.442313,7.091152,7.238636,5.694077,5.130972,5.017582,5.488291,6.280375,5.358063,5.712933,6.360246,5.303859,5.29786,6.284984,5.12373
"RPL27A",7.804175,7.87889,8.62032,7.631392,8.151337,8.283656,8.28439,7.631685,7.56951,6.441944,6.137697,6.539985,6.828025,7.596637,6.584362,7.007859,6.448142,6.739577,6.295763,7.145132,6.312571
"SNORA3A",8.941633,8.830428,8.704225,8.316492,8.494269,8.503566,8.832509,8.446215,8.133106,9.362379,9.795554,9.889958,9.476649,10.119868,9.872057,9.833074,9.3535,10.590316,9.439867,10.041189,9.964664
"IPO7",8.34548,8.647727,8.516965,8.410704,8.660181,9.122564,8.379553,7.580552,8.257586,8.211974,7.416434,7.833548,8.428251,8.700486,8.002267,8.379548,8.022878,8.057869,8.203967,8.5109,8.654083
"SNORA23",7.202153,7.037011,7.576767,7.300816,7.160405,7.750874,7.337925,7.050355,7.484606,8.517918,7.969348,8.172901,8.286563,9.407564,8.732416,8.790568,7.923169,8.679446,8.324797,9.391587,8.271657
"ADM",8.238035,8.327483,8.155188,7.819336,8.376914,8.385564,8.424637,8.92941,9.204319,8.81452,9.02811,8.530521,8.905308,7.967593,8.198455,8.190505,8.117061,7.988137,8.410811,8.194763,8.129354
"CTR9",9.28615,9.515859,9.74423,9.359697,9.451848,9.936669,9.361352,9.222954,9.504902,8.172279,8.181906,8.396844,8.436023,8.44538,8.416391,8.384431,8.226977,8.203456,8.509481,8.527358,8.183639
"USP47",8.277395,8.649498,8.677335,8.690524,8.758462,9.439543,8.70451,7.845636,8.431867,7.428826,7.097181,7.029737,7.563074,7.665224,7.298188,7.509243,7.417958,7.13676,7.314238,7.425278,7.58377
"MICAL2",8.620076,8.695811,8.957738,8.191956,9.31401,8.615926,8.789819,8.951072,9.001624,8.566903,9.296483,8.81693,8.846587,8.247447,8.914889,8.954837,8.331233,8.642508,8.589171,8.774551,8.970772
"FAR1",9.731002,9.62772,9.299075,9.169237,9.817734,10.040213,9.491289,9.192584,9.744184,8.206366,8.548568,7.87847,8.896875,8.521,8.306639,8.683423,7.933992,7.924012,8.62529,8.752551,8.703892
"PDE3B",9.227854,8.684627,9.401567,9.227739,9.136763,9.815337,8.961016,8.494488,9.269785,8.657776,8.576883,8.155379,8.75868,8.960466,8.097168,8.870916,8.675582,8.440174,8.679623,9.112731,9.006908
"C11orf58",9.877928,9.501858,9.406729,9.798287,9.718107,9.923034,9.401638,9.029467,9.264385,8.834372,8.407227,8.412978,9.288595,9.428414,8.726589,8.967813,8.597709,8.56512,8.983502,8.987186,8.847401
"NUCB2",8.170929,8.037046,8.38961,8.488656,8.274403,9.541464,8.126753,7.316752,7.798876,7.840692,6.910467,7.048732,8.059836,8.555933,7.433621,7.820974,7.425213,7.119652,7.562259,7.871134,7.845348
"MRGPRX4",5.419875,5.018492,5.292608,6.279589,5.296027,5.193323,5.581828,5.863098,5.449259,5.780453,5.98692,5.537329,5.156632,5.694692,5.407117,5.346785,5.524229,5.627079,5.548752,5.104533,5.002745
"LDHA",9.438064,10.222957,9.691447,9.662449,9.731301,9.692719,9.622904,9.614117,9.557333,10.509105,9.950009,9.936546,10.606393,10.571732,10.281745,10.340041,10.221137,10.071825,10.385531,9.804322,9.891586
"ZDHHC13",8.172078,8.559244,8.207866,7.897102,8.544442,8.477444,8.396133,7.765581,8.266445,8.031893,7.901213,7.760279,8.312212,8.195338,8.043731,8.271276,7.784739,7.670475,7.9628,8.452603,8.295375
"HTATIP2",8.405262,8.163958,7.989866,7.559418,8.261056,8.238661,8.185658,8.237474,8.230856,7.910343,8.490337,8.079886,8.459597,8.137603,8.196571,8.228823,7.778679,7.66212,8.149011,8.406277,7.813687
"PRMT3",7.10157,7.608324,7.318573,7.175551,7.499973,7.571061,7.252251,6.634231,7.143671,6.443699,6.19235,6.385971,6.91405,7.215631,6.605939,6.996706,6.439284,6.521715,6.988531,7.182818,7.122175
"RPS25",8.964,8.126212,8.113346,8.752389,7.900419,8.740665,8.249803,8.337969,7.555485,8.796681,8.579456,8.363603,9.478302,10.281585,9.06875,9.626012,9.038452,9.323488,9.208583,9.221435,8.005424
"METTL15",7.098854,7.586028,7.285271,7.958522,7.912925,7.953093,7.717384,7.104042,7.067074,7.507255,6.539787,6.634551,7.067251,6.862717,6.338524,7.01575,7.221228,6.493143,7.123647,7.433558,7.540553
"DNAJC24",6.815613,7.083057,6.974054,7.056169,7.15545,7.483137,6.966838,6.596862,6.723006,6.567602,6.191251,6.044488,6.802299,6.923225,6.306423,6.761928,6.272623,6.233034,6.38612,6.676757,6.673889
"ELP4",6.640045,7.424413,7.261228,7.342665,7.564406,7.272091,7.084415,6.39649,6.9967,7.323516,6.818749,7.040707,7.663925,7.915331,7.517809,7.709753,7.370084,7.237412,7.615929,7.773681,7.834877
"EIF3M",10.084502,9.726302,9.693744,10.041022,9.728239,10.198197,9.534604,9.270817,9.334831,8.798049,8.324765,8.57686,9.28723,9.832286,8.996846,9.174653,8.636422,8.895069,9.108877,9.305744,8.79421
"PRRG4",7.55324,7.557985,6.935312,6.69218,7.277151,7.897204,6.668861,6.925903,7.486493,7.146983,8.244624,7.486474,7.782676,7.031506,7.432699,7.50684,7.126637,7.22194,7.446902,7.102068,7.365115
"QSER1",7.32932,8.078155,7.789235,7.296304,7.812311,8.286343,7.810025,7.017445,7.806168,7.623523,7.476666,7.998861,8.052886,7.69754,7.9631,7.99595,7.626181,7.669959,7.866426,7.950242,8.361299
"HIPK3",9.943075,9.965208,10.139545,9.625889,10.237492,10.463447,9.951248,10.188878,10.391072,9.466329,9.899124,9.622935,9.529962,9.308796,9.491386,9.629459,9.372319,9.248352,9.494326,9.451917,9.483476
"CAT",9.744592,9.396953,10.036355,9.182434,9.663704,9.767123,9.738543,9.566668,9.479711,10.08578,10.040591,10.439678,10.412856,9.81575,10.291368,10.252872,10.061128,10.419668,10.642617,10.170498,10.645469
"MIR129-2",4.625355,4.565727,4.67957,5.193867,4.883091,4.394071,5.095151,4.509016,4.534588,5.036149,4.999417,4.872531,4.206593,4.875374,4.710029,4.428993,4.912814,4.747413,4.691494,4.39309,4.384235
"SLC35C1",7.270122,7.327992,7.621509,7.294449,7.493716,7.053859,7.175111,7.30111,7.715816,7.709044,7.994494,8.051153,8.137634,7.739006,8.128405,8.106736,7.841714,7.78205,8.034801,8.018423,8.100258
"OR4X2",5.227304,5.112655,4.891106,5.667534,4.927564,5.34461,5.208097,5.869822,5.164154,5.88693,5.556342,5.472728,4.948194,5.149596,5.351532,4.95761,5.337377,5.335477,5.21811,5.084239,4.99666
"OR4X1",5.586183,5.366172,5.442375,6.149561,5.500515,5.395548,5.654851,5.881118,5.558802,6.090683,5.95954,5.729584,5.256827,5.505217,5.590543,5.299311,5.970379,5.609424,5.856662,5.289372,5.424439
"OR4C3",4.761456,4.962543,5.139961,5.669279,4.896095,5.124569,5.019112,5.331385,5.023825,5.418754,5.532536,5.311938,4.835276,5.213718,5.380722,4.855233,5.189494,5.343696,4.906664,4.867923,4.663608
"OR4C13",4.77074,5.085633,4.877307,5.575637,4.992022,5.12225,4.591612,5.267608,5.13985,6.490693,6.0304,5.744987,5.304285,6.030261,5.981812,5.167806,5.602472,5.730747,5.8031,4.983343,5.408385
"OR4C16",4.802453,4.747248,4.536977,5.08374,4.899493,4.710633,4.856433,5.252725,4.942043,5.365157,4.915737,4.999136,4.542377,5.279707,4.837098,4.308217,4.928949,4.93818,4.945828,4.395411,4.270279
"OR4C6",5.501705,5.121231,5.260805,6.099509,5.173744,5.482316,5.806736,5.659874,5.321182,6.440669,5.974415,5.735981,5.25067,5.55997,5.963531,5.549954,5.983609,5.745902,5.845934,5.322586,5.475184
"TRIM51",6.16114,5.226776,5.937828,6.634306,6.528439,5.979721,5.922325,6.581082,5.70423,6.470537,6.831708,6.698889,6.117174,6.348139,6.70564,6.549042,7.010054,6.928431,6.435956,6.390904,6.668689
"OR8H2",3.650368,3.819392,3.660825,4.373665,3.982711,3.856648,3.816061,3.868359,3.565597,5.318399,4.777252,4.021025,3.778345,4.330857,4.19845,3.918534,4.195126,4.138814,4.373299,3.827129,3.781831
"OR8K1",4.554285,4.425364,4.219429,4.824807,4.529882,4.335255,4.46376,4.741718,4.383529,5.915716,5.631964,4.877609,4.300581,4.979465,5.019889,4.57051,5.22308,5.140509,5.020325,4.392733,4.747882
"OR5AK2",4.634227,4.324354,4.717404,5.095733,5.120388,4.457142,4.553123,5.071342,4.667644,4.582248,4.83706,4.415676,4.195621,4.417414,4.370949,4.28201,4.691694,4.815551,4.801864,4.139478,4.220305
"SERPING1",6.859032,8.333673,7.443557,6.92664,8.405234,7.601236,7.14623,7.541153,8.298291,6.911802,7.750035,9.621704,7.969426,6.897473,8.403612,7.312632,7.605773,7.62078,7.385114,7.136981,8.009762
"OR9Q2",6.650213,6.224176,6.32728,6.714633,6.143269,6.10784,6.275885,6.942495,6.221722,6.794446,7.097129,6.655881,6.257314,6.776805,6.785151,6.347916,6.802758,6.942047,6.573199,6.240106,6.316127
"OR1S1",3.838829,3.653323,3.387467,4.403946,3.455337,3.490806,4.283053,4.062611,3.571651,4.858942,4.696222,4.07675,3.443986,4.776775,4.383775,3.778871,4.256403,4.472855,4.310914,3.960292,3.66493
"FAM111B",5.667519,7.240883,6.764585,5.934691,6.953377,7.599054,7.029072,5.351409,5.235468,6.287188,5.849009,6.085095,6.589636,7.381595,5.834496,5.833241,6.281029,6.026537,6.386026,6.858292,7.093053
"FAM111A",9.443452,9.275683,9.485352,9.257573,9.489607,9.955711,8.660529,8.562339,9.345308,8.20201,8.286499,8.929126,8.827266,8.687301,8.728183,8.663967,8.509567,8.445423,8.607824,8.660938,8.746713
"OR4D6",5.664319,5.574421,5.530756,6.441514,5.57548,5.056712,5.203946,5.510784,5.6912,6.11717,5.865051,5.775515,5.468049,5.621533,5.610159,5.3783,5.819795,6.01408,5.906815,5.615041,5.455359
"OR4D10",5.620507,5.696181,5.103273,6.185069,5.421034,5.631942,5.106161,6.072073,5.826471,5.870019,5.759352,5.606954,5.110164,5.358729,5.674756,5.085913,5.834061,5.787325,5.63609,5.437804,5.422739
"STX3",9.227723,8.727962,8.854941,8.230497,8.892353,9.031704,8.605756,9.357436,9.504058,9.074464,9.947036,9.644569,9.356827,9.017303,9.147881,9.438488,9.07697,9.076383,9.116636,9.416269,9.278119
"MS4A3",5.321293,5.741937,5.959592,5.405046,6.192008,6.62447,5.590304,6.1174,6.009172,5.562882,6.118347,6.276485,6.92152,6.453996,6.503222,6.779439,5.284199,6.269477,6.239709,5.850325,6.75753
"MS4A2",5.118188,5.328358,5.703771,4.941459,5.457815,5.490535,5.251215,5.289288,5.552166,5.274884,5.387982,5.641696,5.538206,4.671624,5.443043,5.626319,5.005491,5.20311,5.168397,5.083485,6.001815
"MS4A4A",5.259153,5.505961,4.807843,5.060577,5.261901,5.14363,5.004657,4.808813,5.093727,5.650305,5.472704,6.380602,6.779167,5.290209,5.662969,5.927599,5.088828,5.202948,5.665756,5.71386,5.503794
"MS4A1",9.833252,10.951602,10.792874,10.705393,10.388304,10.737089,10.990769,9.686197,9.578059,11.224147,10.239011,11.154828,10.839194,11.595526,11.045299,11.299352,11.388265,11.152677,11.256994,11.679424,11.445802
"TMEM109",8.755297,9.769569,9.436388,9.117529,9.284229,8.965095,9.394993,9.171484,9.551924,10.307318,9.881856,10.297549,10.16325,10.246277,10.325778,10.015613,10.138617,10.099562,10.162502,9.998926,10.249402
"CD6",8.339147,8.8185,9.071452,8.848546,8.84826,8.863467,8.660926,8.653766,8.880814,9.592006,9.263748,9.375897,9.583797,9.737736,9.434834,9.580689,9.614585,9.343104,9.468123,9.100173,9.554897
"CD5",8.648781,9.383054,9.447475,9.474369,9.189701,9.407923,9.128847,9.085134,9.321921,9.997846,9.750975,9.757947,9.956463,10.174961,9.680706,9.896175,9.921346,9.925321,9.625063,9.616212,10.105986
"TMEM138",8.139905,8.580971,8.389278,8.332626,8.386592,8.548022,8.093564,8.05138,8.275258,8.672949,8.372713,8.625331,9.059233,9.01977,8.889126,9.000083,8.697279,8.614406,8.790878,8.827434,8.758028
"SDHAF2",9.696981,9.723989,9.839066,9.659667,9.520824,9.740121,9.590537,9.446472,9.634703,8.711689,8.76342,8.583314,9.107745,9.051835,8.745132,8.944915,8.534945,8.832614,8.866723,8.906031,8.815187
"FADS2",7.056587,7.379106,7.258974,6.863443,7.192837,7.294338,7.274372,7.622857,7.402856,7.350996,7.412415,7.785711,7.525419,7.687954,7.977616,7.496962,7.664004,8.142247,8.761586,7.387742,7.606596
"BEST1",7.951237,7.591063,7.517523,6.860682,7.681731,8.007824,7.916328,8.050881,8.094677,8.16478,9.114042,8.468197,8.464579,8.219548,8.246824,8.655038,8.053642,8.146353,8.115984,8.258254,8.131389
"TMEM179B",8.78833,9.102166,8.953253,8.722577,8.925925,8.730296,8.877905,8.935721,9.069537,10.151135,10.247529,10.207113,10.448414,10.161079,10.500271,10.329722,10.214743,10.037268,10.169751,9.831779,10.270961
"LGALS12",7.231618,6.777797,7.069072,7.046919,7.394173,6.59677,7.017586,7.087124,7.120394,7.459467,8.152186,8.246373,8.24615,7.202634,7.401833,7.892135,7.421536,7.906414,7.831531,7.608539,8.0015
"RTN3",9.009027,8.757248,8.656934,8.344465,8.547034,8.881183,8.683214,8.960241,8.712991,8.690995,8.72371,8.355036,8.285155,8.068855,8.055957,8.49383,8.25758,8.169036,8.272302,8.882952,8.07521
"NAA40",7.321162,7.755634,7.72234,7.612457,7.509797,7.668083,7.552485,6.594586,7.430668,7.895903,7.413386,7.890199,7.893667,8.018367,8.112542,7.896779,7.681977,7.728489,7.952273,7.900469,7.909063
"COX8A",8.226022,8.588787,8.257304,8.236753,8.084211,7.690111,8.35006,8.54917,8.250593,9.977101,9.846178,9.878476,10.187384,10.079046,10.012461,10.132097,9.679332,9.875286,10.05617,10.069934,9.727607
"OTUB1",8.757152,8.956676,8.990553,8.761385,8.81496,8.643468,9.117006,8.655351,8.972085,9.816594,9.81032,9.837083,10.037607,9.761202,9.953513,10.030689,9.875446,9.759541,9.73746,9.636512,9.77552
"FERMT3",9.355342,9.700946,9.434632,8.819788,9.535422,9.347971,9.210299,9.24748,10.028339,9.89116,10.228468,10.119149,10.091863,9.616034,9.97466,10.050628,9.874661,9.827755,9.920029,10.008209,9.969714
"PRDX5",9.589392,9.549901,9.186094,9.19032,9.453088,8.778723,9.221363,10.0436,9.075315,9.099629,9.041757,8.9414,9.401765,8.913599,9.040049,9.321395,9.231015,8.928111,9.217722,9.341088,8.848779
"VPS51",8.255522,8.703834,8.726594,8.56973,8.698366,8.324303,8.680566,8.328842,8.625672,9.524126,9.119132,9.108728,9.593084,9.569696,9.208762,9.368237,9.324297,9.294762,9.3396,9.413318,9.652936
"MRPL49",7.382754,7.918081,7.738393,7.570509,7.135538,7.438515,7.70264,7.415873,7.741089,8.187088,8.264274,8.313925,8.950626,8.758706,8.352949,8.639187,8.296782,8.28449,8.554308,8.373822,8.728966
"SCYL1",8.134399,8.368877,8.452271,8.026306,8.072457,8.000256,8.428648,8.366304,8.281419,8.896852,9.048938,8.975505,9.173368,8.852208,8.992815,9.31763,8.741741,8.947124,8.953978,8.843291,9.056878
"FAM89B",7.799685,7.769649,7.348643,7.471245,7.812475,7.338837,7.761602,7.575157,7.675649,8.805876,9.05845,9.122063,9.581631,9.033938,9.122733,9.270159,8.910764,8.636278,8.914918,8.913055,9.297171
"CTSW",8.521753,9.512925,8.779413,8.549847,8.614159,9.211927,9.327317,8.574756,9.337815,9.629072,10.024516,9.867493,10.419713,9.917802,10.091916,9.430108,9.729181,9.511401,9.322513,8.934765,10.549577
"DRAP1",9.10438,9.518437,8.691015,8.750764,9.090605,8.685297,8.996658,8.474221,9.373904,9.157639,9.268104,10.127483,9.838095,9.639366,9.577381,9.627401,9.415601,9.10372,9.336208,9.279243,9.439244
"BANF1",13.415983,13.210378,13.055215,13.392001,13.22519,12.84852,13.124805,13.214015,13.56126,11.748823,11.925052,12.272254,12.239335,11.882017,12.132486,12.141899,12.385646,12.377803,12.045001,12.263289,12.273765
"PACS1",9.08628,9.411158,9.48729,9.273086,9.207827,9.666469,9.231669,9.519269,9.594317,9.780642,10.179648,10.120646,9.62687,9.884888,10.137903,9.890361,10.058258,9.796888,9.815849,9.934291,9.985688
"RAB1B",9.620008,10.742553,10.313219,9.808012,10.162893,9.89308,10.275815,10.007374,10.453435,10.934719,11.187122,10.9706,11.059516,10.807027,11.137028,11.016608,10.995445,10.726179,10.978756,10.72543,11.122577
"DPP3",7.031722,7.532144,7.350045,7.082406,7.238819,7.27279,7.666317,6.97306,7.190418,7.707858,7.669263,8.091442,8.077529,7.865077,7.851067,7.990002,7.81609,7.723714,8.121813,8.061762,7.900317
"RBM14",8.439051,9.350843,9.440135,9.200164,9.357041,9.410964,9.257988,8.813096,9.422766,8.945454,8.406878,8.756432,8.111505,8.711011,8.831717,8.452865,8.786295,8.705933,8.614769,8.972648,8.727701
"TBC1D10C",9.133739,9.256989,9.224111,9.045902,9.121764,8.989613,9.360427,9.128734,9.108394,9.962756,9.809863,9.946812,10.312203,10.371654,10.045715,10.237348,10.218124,9.995487,10.017035,10.305223,10.168721
"GSTP1",9.310784,9.560704,9.33671,8.734166,9.275721,8.845392,9.431237,9.202449,9.387537,10.122839,10.045212,10.345322,10.88906,10.25457,10.332604,10.531996,9.929763,10.411313,10.435995,10.382286,10.221227
"TCIRG1",9.067523,8.980162,8.972921,8.521172,8.923011,8.893489,9.022638,9.158583,9.381345,9.912788,10.189781,10.498465,10.093778,9.757945,10.060615,10.242199,9.963321,10.059885,10.087909,10.300285,10.078793
"KRTAP5-9",6.99459,6.97767,7.072991,7.72955,7.114684,6.873391,7.143612,7.53936,7.143703,7.962434,7.870403,7.507976,7.181851,7.539056,7.566432,7.189726,7.540188,7.491361,7.449837,7.407325,7.207235
"KRTAP5-10",8.626216,8.126983,8.571061,9.570514,8.22402,8.559001,8.650181,9.083862,8.616593,8.984978,9.274581,8.993467,8.560143,8.708521,8.941387,8.609833,9.134678,9.035021,8.927347,8.624481,8.578069
"FOLR3",7.587479,7.331894,8.107059,6.74721,7.286931,6.908949,7.521421,7.725205,7.46476,9.132524,8.206062,8.858687,9.185521,7.360886,7.063561,7.691201,7.392435,9.126803,10.275855,9.097759,7.575332
"RPS3",12.181803,11.950514,11.686107,12.080568,11.680982,11.778791,11.818821,11.58646,11.558309,11.640526,11.12594,11.0645,11.684213,12.474054,11.614058,11.987287,11.582239,11.575267,11.75608,12.017948,11.42027
"SNORD15A",7.585634,7.087247,7.639966,7.498312,7.314168,7.887121,7.227465,7.080812,7.622463,6.954878,6.79514,6.782529,7.063461,7.333508,7.062459,7.009793,6.892461,7.104546,7.033863,7.114374,6.875349
"SNORD15B",9.719098,8.386693,8.28161,8.721972,7.982659,8.438021,8.464214,8.868447,7.155654,7.116378,7.14139,7.26509,7.204483,8.144308,7.346763,7.251823,7.201447,7.478926,7.4235,7.396787,7.112385
"ACER3",7.323791,7.844732,7.45305,6.735234,7.282312,7.356342,7.095557,6.927697,7.404661,7.567514,7.366577,7.659772,8.195346,7.614817,7.552778,7.8459,7.369021,7.537867,7.807271,7.801262,7.916749
"RPS28",12.568652,12.627781,12.842968,12.779165,12.840486,12.545399,12.914246,13.229683,12.29674,13.304093,13.562701,13.54081,13.474152,13.246619,13.584303,13.436825,13.5529,13.545884,13.336809,13.326852,13.292765
"TMEM126B",7.053979,7.081196,6.708738,6.815477,6.917249,7.473667,7.277992,6.501455,6.991579,6.899162,6.482065,6.523305,6.910083,7.511301,6.833708,6.801954,6.526475,6.572724,6.777144,6.889744,6.980378
"TMEM126A",5.965159,6.371787,5.807026,5.797582,5.604043,6.481543,5.897344,5.75287,5.717079,6.122952,5.768013,5.530482,6.252612,6.476678,6.109491,6.187009,5.695971,5.808025,6.051334,6.013428,5.894895
"PRSS23",6.081316,6.366955,5.863875,6.006275,6.107318,6.135693,6.442894,6.156182,6.605585,5.550319,5.565369,5.732751,5.765243,5.783226,5.999495,5.546994,5.766992,5.457655,5.347191,5.636345,6.04273
"SCARNA9",8.147678,7.800573,8.027028,7.433098,7.418569,7.563393,8.015348,7.311511,6.948947,6.668218,6.016144,6.202238,6.484555,7.636259,6.095859,6.399801,5.864316,6.645656,6.107682,6.951123,6.279452
"C11orf54",8.780144,8.618838,8.573388,8.485571,8.533511,9.171112,8.702147,7.887553,8.587542,7.605333,7.584614,7.573167,8.21346,8.130821,7.779651,8.208453,7.673841,7.452729,7.770193,8.384303,8.384792
"MED17",8.354108,8.614005,8.720923,8.52358,8.641296,8.893807,8.52198,8.080037,8.703447,7.707205,7.235581,7.504535,7.730716,7.845797,7.632822,7.851476,7.597129,7.342394,7.63254,7.780007,7.807184
"ANKRD49",7.38411,7.990689,7.456352,7.475915,7.663792,8.240045,7.34186,7.188696,7.166611,7.889947,7.477354,7.424658,8.497145,9.014925,7.904638,8.365791,7.661445,7.613481,8.128095,8.12465,8.296645
"SRSF8",8.641566,8.785764,8.712198,8.845623,8.707837,8.711823,8.402172,8.283137,8.509502,9.290253,8.87548,8.962319,9.557115,9.68947,9.29366,9.379416,9.222517,9.176675,9.407908,9.499305,9.454181
"ENDOD1",7.647494,8.300644,8.17299,7.820899,7.981307,7.919268,7.922136,7.716941,7.870784,7.069866,6.827303,7.254837,7.252728,6.802716,7.161207,7.256708,7.009132,7.045165,6.833975,7.393283,7.252797
"CEP57",7.724586,7.971819,7.413848,7.777001,8.073033,8.611168,7.683955,7.244495,7.59273,7.691131,7.361318,7.144889,8.183809,8.695273,7.40281,7.863527,7.481844,7.372147,7.672791,7.631676,7.80549
"JRKL",6.772735,6.990274,6.909073,7.116788,7.370229,7.575291,7.040308,6.718427,6.547196,6.469179,6.504347,6.591387,6.907143,7.146223,6.368401,6.799969,6.602797,6.634255,6.874708,6.861842,6.685612
"BIRC3",9.130514,9.859195,9.794765,9.975552,10.192834,10.481602,9.665332,9.222377,9.065201,9.022385,7.894382,8.387184,8.920327,9.638287,8.543818,9.064007,8.563639,8.587979,9.088275,8.931204,9.019495
"BIRC2",9.256701,9.956639,9.407454,9.06488,9.908604,10.253991,9.491358,8.784193,9.408696,8.302053,8.385779,8.243297,8.843111,9.123359,8.339726,8.756393,8.397343,8.169527,8.341745,8.718945,8.91785
"CUL5",7.428686,8.034143,7.870127,7.894394,8.146518,8.409408,7.959428,6.972536,7.694474,6.988498,6.681964,6.877648,7.170277,7.404269,6.912335,7.343366,6.872828,6.763835,7.124506,7.461185,7.44331
"ACAT1",7.01053,6.821403,6.439109,6.646983,6.627781,7.355895,6.81292,6.339127,6.362984,6.096868,5.825169,5.697385,6.844049,6.822052,6.653368,6.518809,5.998132,6.078079,6.518198,6.321048,6.463298
"ATM",10.917378,10.986516,11.331231,11.160178,11.182901,11.617118,11.344382,10.546834,11.031885,10.318083,9.852676,9.654383,10.032637,10.711033,10.239836,10.251112,10.334471,10.153384,10.199869,10.544681,10.648606
"MIR34B",5.590716,4.947844,5.765942,6.152522,4.83231,5.422266,5.817157,6.281648,5.363291,6.115279,6.103492,5.919063,5.382066,5.510853,5.802769,5.660864,5.681373,5.626272,6.03239,5.412128,5.53466
"PTS",7.202931,7.351725,6.930447,7.105324,7.203123,7.759216,7.066333,6.358317,7.142832,6.538935,6.54056,6.558993,6.510085,6.771107,6.379328,6.634609,6.327991,6.054343,6.520404,6.785279,6.802331
"RBM7",6.958973,7.094538,6.91167,6.965219,7.417272,7.220048,6.609312,5.860544,6.977648,7.508528,7.36558,7.474785,7.814351,7.625618,7.466604,7.690701,7.382056,7.30061,7.636483,7.764032,7.282612
"REXO2",7.630529,8.283229,8.035224,7.939005,8.264256,8.3253,7.900261,7.167333,7.744711,7.406004,6.647603,7.052632,7.737561,8.043033,7.371193,7.629932,7.426247,7.247328,7.675607,7.493016,7.604905
"APOC3",6.219605,6.33051,6.358509,6.569905,7.005133,6.643025,5.69921,6.14982,6.649042,6.501718,7.30449,6.71056,5.415941,5.291532,4.341147,6.765238,7.266626,6.362714,6.488087,5.877679,6.14899
"SIDT2",8.016846,9.300045,8.785965,8.316981,8.866649,7.802873,9.285279,8.809364,8.384236,9.207991,9.208365,10.08341,9.355303,9.091809,9.348222,9.607101,9.679971,9.071802,9.359637,9.507128,9.440048
"IL10RA",9.964637,10.19243,10.001046,9.550288,9.806003,9.800417,9.698225,9.693702,10.477109,10.676765,10.521049,11.013619,10.961482,10.681041,10.992832,10.579038,10.480044,10.632893,10.752515,10.806083,10.868089
"CD3E",9.823274,10.259232,10.638436,10.517563,10.232486,10.26147,10.096441,10.072885,10.047473,11.153041,10.576991,10.466425,10.902653,11.166471,10.899985,10.830209,10.992194,10.806111,10.814102,10.407224,11.199602
"CD3G",10.287775,10.603053,10.714778,10.897251,10.574992,10.738998,10.656272,10.006826,10.203069,11.092373,10.219267,10.428267,11.128995,11.433125,11.008206,10.999684,11.157971,10.843592,10.917303,10.570519,10.927075
"ATP5MG",10.255213,10.140154,9.575449,10.022058,9.908582,10.084517,9.688918,9.568571,9.554999,9.167053,8.758803,8.821547,9.536832,10.147343,9.295733,9.334659,8.956737,9.144621,9.064111,9.321035,9.000773
"CXCR5",6.834379,7.786775,7.573972,7.39066,7.304122,7.080985,7.890134,7.129422,7.117102,8.637351,8.096757,8.845426,8.5411,8.687261,8.335585,8.813822,8.803259,8.537993,8.739677,8.782365,8.783517
